id,objective_id,title_en_GB
2961,1603,interrelationships of natural features and the lives of people
2962,1603,place-names and their origins in natural features
2963,1603,"prominent natural features (e.g. river, hill, sea) flora and fauna"
2964,1605,caring for and enhancing local attractions and facilities
2965,1605,"effect of environmental factors on these activities (e.g. on work of farmers, on location of tourist facilities)"
2966,1605,"effects of these activities on the environment (e.g. traffic on roads, noise, need for new buildings)"
2967,1605,"environment and work of primary producers, products, markets"
2968,1605,"Food and farming, fishing, forestry:"
2969,1605,General themes:
2970,1605,importance of the employment created
2971,1605,Industry:
2972,1605,"interdependence of people in locality, Ireland and other countries"
2973,1605,"local attractions and facilities (including people, places and landscapes)"
2974,1605,"services available in the locality (e.g. shops, health care, water, sewerage, power supply)"
2975,1605,Services:
2976,1605,"Tourism, leisure and recreation:"
2977,1605,"work of factory, work force, raw materials and products, markets, need for transport and communications"
2978,1605,work of people involved
2979,1605,work of people involved in the supply of services
2980,1606,"colours, patterns and textures in buildings, streetscapes, and path, road and street surfaces"
2981,1606,"his/her home, its location and surroundings"
2982,1606,homelessness
2983,1606,instances of conservation and change
2984,1606,materials used to construct homes and other buildings
2985,1606,"other buildings and human features, their location and uses (e.g. shops, offices, other work-places, farmhouses, farmyards and fields)"
2986,1606,"services to homes and other buildings (e.g. water supply, sewerage, heating system, electricity, cable television, telephone service)"
2987,1606,"simple plans, maps and models (e.g. interior and surrounding areas of homes and other buildings)"
2988,1606,"the variety of homes in the area (e.g. houses, farmhouses, cottages, flats, caravans, mobile homes, trailers)"
2989,1608,how people help each other and depend on one another
2990,1608,links with people in other parts of Ireland and the world
2991,1608,local clubs and other organisations
2992,1608,members of the school and local community
2993,1608,the various people and groups in the community
2994,1609,"mountains, lowlands, bogs, rivers, lakes, bays, estuaries, headlands and islands"
2995,1610,"sources of rivers in mountains or lakes roads, railways and bridges over rivers towns built near bays or rivers, mines in mountains"
2996,1616,"physical conditions, soil, water and food supply influencing range of plants and animals"
2997,1617,"colour, texture, use, strength, hardness, size and weight"
2998,1619,"rocks, pebbles, sand, plant material"
2999,1621,aspects such as
3000,1621,"names, locations relative to other features shape and appearance, flora and fauna"
3001,1621,of features such as
3002,1621,"stream, river, hill, valley, mountain, lowland, beach, bay, headland"
3003,1622,beach and bay used for leisure and recreation
3004,1622,"supply, treatment and distribution of water from rivers and lakes to homes in the area"
3005,1623,"influence of hill, bog or stream on transport, roads and bridges, towns and cities"
3006,1623,"the stream, mountain, beach etc. as a habitat for plants and animals"
3007,1631,"examine satellite photographs on newspaper, television or internet"
3008,1631,"simple cloud types, temperature, rainfall, wind direction"
3009,1632,appreciate the need to protect environments for present and future inhabitants
3010,1632,become familiar with concept of sustainable development
3011,1632,explore concept of custodianship and its implications
3012,1634,alterations to a building
3013,1634,an incident of pollution
3014,1634,an issue such as
3015,1634,appreciate the roles and different views of people involved
3016,1634,become aware of the need to use energy wisely in school and at home
3017,1634,changes in farming practices
3018,1634,compost waste in the school garden
3019,1634,"construction of a new building, factory or road"
3020,1634,"deforestation, desertification"
3021,1634,global warming
3022,1634,identify and use ways to assess or measure the extent of the problem
3023,1634,investigate the causes of the issue or problem
3024,1634,"organise collection of paper, aluminium cans or other materials for recycling"
3025,1634,ozone depletion
3026,1634,participate in the resolution of the issue if possible
3027,1634,suggest possible actions and consider the effect of these on people and the environment
3028,1634,suggestions for environmental enhancement
3029,1634,traffic congestion and road safety
3030,1637,"ecosystem of tree, hedgerow, stream"
3031,1637,"in Ireland boglands, mountains, Burren, rivers"
3032,1637,in locality
3033,1637,in other areas
3034,1637,"rainforest, grasslands, desert, tundra"
3035,1638,"mining, fishing, forestry, agriculture"
3036,1638,processing raw materials in manufacturing
3037,1638,using the environment for leisure activities
3038,1638,"using wind, water, fossil fuels or nuclear energy to generate power"
3039,1639,buildings and elements of the human environment which use natural and other materials in an attractive way and are in keeping with the scale of immediate surroundings
3040,1640,activities which affect the quality of air or water
3041,1640,changes to buildings or streetscapes in towns
3042,1640,deforestation or desertification
3043,1640,enhancement of the beauty of built environments
3044,1640,excess waste or non-biodegradable waste
3045,1640,protection of flora and fauna
3046,1640,recycling and reuse of materials
3047,1649,"art and culture, customs and traditions"
3048,1649,clothes
3049,1649,homes and settlements
3050,1649,interrelationships of the lives of people and these features
3051,1649,language(s)
3052,1649,location of these areas
3053,1649,major cities (e.g. cities in European or other countries)
3054,1649,peoples and communities that live there
3055,1649,"play and pastimes, leisure interests"
3056,1649,population growth or decline
3057,1649,settled and nomadic lifestyles
3058,1649,shanty towns
3059,1649,similarities and differences between these places and Ireland
3060,1649,some major features of the natural environment
3061,1649,"trade, historic and other links these peoples have with Ireland"
3062,1649,transport and communications
3063,1649,"work and work-places (e.g. farming or other primary producers, industry, services, tourism)"
3064,1651,changes to natural environments and their causes
3065,1651,"interrelationship of these features and the lives and work of people (e.g. lakes used as tourism attraction, river supplying power, mountains influencing farming)"
3066,1651,"major natural features, flora and fauna"
3067,1653,"a service or services available in the area (e.g. postal service, banking, local authority, library services, health services, retailing, power and energy supply)"
3068,1653,"awareness of different types of farming (e.g. tillage, livestock, dairy or mixed farming, horticulture, fish farming, organic farming)"
3069,1653,benefits and disadvantages of tourism
3070,1653,benefits and possible disadvantages for people and the environment in the area
3071,1653,"caring for facilities, ideas for improving facilities"
3072,1653,"changes in Irish agriculture (e.g.mechanisation, new technologies, environmental issues, markets, land use)"
3073,1653,"changing patterns of industry (e.g. closure of older factories, growth of new industry)"
3074,1653,development of fishing industry
3075,1653,effect of forests on landscape and the environment
3076,1653,"factors and activities affecting the life of farmers and farm families in Ireland (e.g. farm tourism and diversification, influence of EU)"
3077,1653,fishing and the environment
3078,1653,Fishing:
3079,1653,Food and farming:
3080,1653,forestry and industry
3081,1653,Forestry:
3082,1653,importance of local enterprise
3083,1653,importance of service to the lives of people
3084,1653,Industry:
3085,1653,influence of soils and other factors on farming
3086,1653,infrastructure
3087,1653,"investigate location, buildings and layout of a local farm"
3088,1653,"local interests, pastimes and customs"
3089,1653,location factors for forests
3090,1653,"location of fishing areas, types of fish caught"
3091,1653,people and work involved in associated activities
3092,1653,"promotion of tourism, leisure and recreation industry in Ireland and abroad"
3093,1653,"raw materials, process and products distribution and sales"
3094,1653,"role of county, national and rural service agencies and companies"
3095,1653,"role of cultural, sporting and other voluntary associations"
3096,1653,role of industrial agencies
3097,1653,sale and distribution of farm produce
3098,1653,Services:
3099,1653,site and location factors of a factory or industry
3100,1653,suggestions for the improvement of service
3101,1653,"tourism, leisure and recreation"
3102,1653,"Tourism, leisure and recreation:"
3103,1653,"types of tourism, people who visit the area"
3104,1653,types of trees grown and their uses
3105,1653,what makes place attractive to tourists
3106,1653,work of forester during the seasons
3107,1653,work of people employed
3108,1653,work of people involved
3109,1653,work of people involved
3110,1653,work of the farmer through the year
3111,1653,"work over the lifetime of the forest, the forestry cycle"
3112,1653,workers on fishing boats and on shore
3113,1654,causes and effects of homelessness
3114,1654,"change, reconstruction and re-use of buildings"
3115,1654,common building materials and patterns and their relationship to the environment
3116,1654,"different types of homes in the area, including houses, cottages, flats, caravans, trailers, mobile homes"
3117,1654,"effect of weathering, pollution and other processes on appearance of buildings"
3118,1654,location and uses of buildings
3119,1654,origins of the settlement
3120,1654,"place-names, street names: their origins and meaning"
3121,1654,shape or layout of features in the area in dispersed (e.g. single farmhouse) and/or collective settlements (e.g. groups of homes or buildings)
3122,1655,how people in these areas depend on each other
3123,1655,interdependence of local people and people in other parts of Ireland and the world
3124,1655,people who live and work in these areas
3125,1655,respecting and valuing diversity in the community
3126,1655,role of community groups and organisations
3127,1656,"electronic media (e.g. satellites, internet)"
3128,1656,postal and telecommunications
3129,1657,"road, rail, air, water, pipelines (e.g. gas)"
3130,1658,"major non-governmental organisations (NGOs) (e.g. Trócaire, Red Cross)"
3131,1658,United Nations High Commission for Refugees (UNHCR)
3132,1659,causes:
3133,1659,effects:
3134,1659,environmental factors
3135,1659,natural disasters
3136,1659,on families and communities
3137,1659,on land and environment
3138,1659,on population movements
3139,1659,social and economic factors
3140,1659,"unequal distribution of land, resources or food"
3141,1664,"effect on recipients, appropriate technology"
3142,1665,"commodities used by people in Ireland (e.g. sugar, tea, coffee, bananas, rubber, oil)"
3143,1665,environment where they are produced
3144,1665,"manufacturing, sale and distribution in Ireland"
3145,1665,"terms of trade, fair or unfair trade conditions"
3146,1665,trading of these products
3147,1665,where and how they are produced
3148,1665,work of people who produce these products
3149,1666,"mountain ranges, rivers, lakes, bays, headlands, islands"
3150,1667,links between local stream and major river
3151,1667,"towns built near rivers, harbours in bays"
3152,1669,"major mountain ranges (e.g. Rockies, Himalayas), major rivers (e.g. Nile, Amazon), deserts (e.g. Sahara, Great Australian), continents, oceans"
3153,1670,"Alps, Rhine, Mediterranean Sea"
3154,1677,"the Great Bear and Pole Star, Orion"
3155,1683,"compare constituent parts, colour, water retention"
3156,1686,"become aware of major rock groups (i.e. igneous, sedimentary and metamorphic) and some common rock types (e.g. granite, limestone, marble)"
3157,1688,"mining, removal of peat, farming, tourism"
3158,1688,"water collection and supply, power generation"
3159,1689,aspects such as
3160,1689,effect of weather and seasonal changes
3161,1689,location relative to other features
3162,1689,names and their origins
3163,1689,of features such as
3164,1689,physical processes which have shaped or altered the feature (e.g. erosion by water or ice)
3165,1689,relationship to major features of Ireland
3166,1689,"size, shape and appearance"
3167,1689,"streams, rivers, lakes, hills, drumlins, valleys, mountains, lowlands, beaches, shorelines, cliffs, bays, headlands"
3168,1690,"homes, economic activities, transport, communications"
3169,1690,range of flora and fauna
3170,1691,"(e.g. drains in the school yard, street or farmland linked to tributaries, rivers and flood plains)"
3171,1691,erosion of coastline and resulting beaches
3172,1691,marsh or bog between drumlins
3173,1691,run-off and drainage patterns in the locality
3174,1695,atmospheric pollution
3175,1695,"global wind movements, storms and weather disasters"
3176,1695,"nature of the atmosphere, properties of air"
3177,1695,the water cycle
3178,1696,"altitude, distance from sea, distance from Equator, prevailing winds, aspect"
3179,1698,"shelter, aspect, sunlight, insulation, weathering"
3180,1702,"main cloud types, cloud cover, temperature, rainfall or other precipitation, wind strength and direction, atmospheric pressure (using domestic barometer)"
3181,1705,"caring for clothes, toys and other possessions"
3182,1705,caring for living and non-living things in the locality
3183,1705,caring for living and non-living things in the locality
3184,1705,"collecting paper, cans and other materials for recycling"
3185,1705,disposing of litter appropriately
3186,1705,"keeping classroom, school and play spaces clean, tidy and safe"
3187,1705,keeping home and surroundings clean and tidy
3188,1705,things I can do:
3189,1705,things we can do together:
3190,1706,attractive elements of natural and human environments
3191,1706,beauty and diversity of plants and animals in a variety of habitats
3192,1707,"flat, cottage, house, caravan, trailer"
3193,1710,at home
3194,1710,at school
3195,1710,in other places
3196,1710,in the locality
3197,1711,"home, school and immediate environs"
3198,1711,"shops, farms, offices, parks"
3199,1712,"classmates, other pupils, teachers, caretaker, secretary"
3200,1718,"postal worker, garda, shop worker, doctor, nurse, refuse worker, road worker, lorry driver, bus driver, teacher"
3201,1725,places and people I visit on holiday
3202,1725,food grown by farmers in other parts of Ireland
3203,1725,relatives and friends living in other places
3204,1726,"people encountered in stories, pictures, on television"
3205,1729,"hill, seashore, hedgerow, forest, bog, waste ground"
3206,1730,"group these materials according to a number of criteria (e.g. colour, texture, hardness)"
3207,1730,"mud, sand, pebbles, stones and rocks"
3208,1731,"rainfall, puddles and streams"
3209,1731,"water, sand and stones in streams, ponds,lakes or at the seashore"
3210,1735,"rainy days, sunny days, foggy days"
3211,1738,design and make a land yacht that can be used for carrying toys for a set distance
3212,1740,group objects that will sink or float
3213,1740,investigate floating and sinking with a wide range of materials and objects
3214,1740,investigate how some objects may be made to float by hollowing them out
3215,1740,make and test predictions about objects that will sink or float
3216,1741,level and inclined surfaces
3217,1741,rough and smooth surfaces
3218,1742,"sun, fire, radiator"
3219,1746,design and make a model glasshouse using a plastic bottle that will allow light to pass through
3220,1746,design and make a pair of shades using different combinations of coloured film or plastic
3221,1746,explore materials that do not allow light to pass through (opaque) and thus form shadows
3222,1746,sort materials according to whether or not they allow light through (transparent/ opaque)
3223,1754,"magnets attracting materials through water, glass, plastic"
3224,1756,design and make a fishing game using a magnet
3225,1757,"investigate how changes in materials, volume and beaters affect the sound produced"
3226,1758,"tins, metals, bottles, paper"
3227,1761,"litter, pollution, vandalism"
3228,1764,developing a school garden
3229,1764,engaging in anti-litter campaigns
3230,1764,"planting trees, flowers"
3231,1766,"caring for clothes, toys and other possessions"
3232,1766,caring for living things in the locality
3233,1766,"keeping home, classroom, school and play spaces clean, tidy and safe"
3234,1772,"food, sleep, exercise"
3235,1774,"design and make a measuring chart of heights, including a 'pointer' to show and record heights"
3236,1774,"height, colour of hair, eye colour"
3237,1776,differences between milk teeth and permanent teeth
3238,1776,in a range of abilities and skills
3239,1776,physical size
3240,1781,"design, make or adapt a suitable container for growing seeds"
3241,1782,animals and plants that provide food
3242,1782,farm animals
3243,1782,hibernation
3244,1782,migration
3245,1784,common birds and other animals
3246,1784,common insects and minibeasts of habitats such as
3247,1784,common trees and other plants
3248,1784,"forest, waste ground, hedge, pond, rocks, stream, seashore"
3249,1784,identify
3250,1785,"head, leg, wing, tail, skin covering of animal"
3251,1785,"root, leaf, stem of plants"
3252,1785,trunk and branches of trees
3253,1788,design and make or assemble an outfit for someone who is going on holiday to a very warm or cold place
3254,1788,recognise that some fabrics keep us warmer than others
3255,1789,"design and make different varieties of chocolate buns using mixing, heating or cooling (e.g. cereal and chocolate buns)"
3256,1789,ingredients mixed in baking a cake or making biscuits
3257,1789,mixing paints to make new colours
3258,1789,mixing water and sugar or salt
3259,1790,"water, toffee, syrup, Blu-tack"
3260,1791,"effect of wrapping or covering using different materials, such as paper, fabrics, foil"
3261,1791,use of vacuum flasks
3262,1794,"homes, homes of animals, models, structures"
3263,1796,"flexibility, transparency, magnetism, strength"
3264,1797,food and its ingredients
3265,1797,materials used to construct buildings
3266,1797,materials used to make clothes
3267,1797,materials used to make furniture
3268,1797,materials used to make tools
3269,1797,"materials used to make toys, school equipment"
3270,1798,investigate the absorbency factor of various fabrics and materials and design and make a new kitchen cloth or roll
3271,1799,design and make safe see-saws
3272,1800,"by machines (e.g. rollers, wheels, pulleys)"
3273,1800,by pushing and pulling
3274,1800,by twisting and stretching
3275,1800,design and make a pulley system to help a Norman builder to carry stone to the top of a castle
3276,1801,a bicycle wheel by a brake
3277,1801,a falling object by a parachute
3278,1801,design and make a parachute to help
3279,1801,"transport a small object (e.g. marble, square of chocolate, matchbox)"
3280,1802,"tiled surface, carpet, concrete, grass, table-top"
3281,1804,compare floating and sinking in fresh and salty water
3282,1804,"design and make a boat or raft using anincreasing variety of materials, tools and craft-handling skills"
3283,1805,"cookers, kettles, electric radiators"
3284,1812,"effects of flat shiny surface, curved shiny surface"
3285,1813,use prism to create spectrum
3286,1814,design and make a light shade for bedroom
3287,1814,explore materials that do not allow light to pass through (opaque) and thus form shadows
3288,1814,"sort materials according to the degree to which they allow light through (i.e. transparent, translucent, opaque)"
3289,1822,"plastic ruler, comb, glass rod"
3290,1824,"design and make a marine warning system (e.g. buoy with light or buzzer, lighthouse)"
3291,1824,experiment with simple switches
3292,1824,"use wire, bulbs and batteries"
3293,1825,"magnets attracting materials through water, glass, plastic"
3294,1828,use of earthing strips for cars
3295,1828,use of lightning conductor on buildings
3296,1829,"investigate how changes in length, tension, thickness and types of materials affect sound produced"
3297,1830,"air, water, wood, metal"
3298,1833,"skin of drum, plastic ruler on table, string of an instrument, 'seed' in referee's whistle"
3299,1834,helping in anti-litter campaign
3300,1834,recycling campaigns
3301,1835,an incident of pollution
3302,1835,appreciate the roles and different views of people involved
3303,1835,changes in flora and fauna
3304,1835,investigate the causes of the issue
3305,1835,litter in area
3306,1835,need to protect a habitat and its flora and fauna
3307,1835,"new roads, buildings"
3308,1835,proposals for enhancing the environment (e.g. need for cycleways near school)
3309,1835,such as:
3310,1835,suggest and discuss possible actions and consider the effects of these on people and the environment
3311,1838,"recycling of materials, use of paper packaging in contrast to some plastic packaging, identifying materials which can be used for a variety of purposes, turning off lights, reducing the amounts of water used"
3312,1839,"colours, textures and shapes in rural and urban areas"
3313,1839,diversity of plant and animal life
3314,1839,places that people enjoy and the reasons for these preferences
3315,1839,"range of materials, buildings, walls and other features"
3316,1840,"plants, animals, water, air and soil in habitats"
3317,1841,"constructing buildings, roads and bridges"
3318,1841,draining marshes
3319,1841,planting and felling trees
3320,1841,removing hedgerows
3321,1842,"at home: cooking, heating, vacuum cleaners, refrigerators, washing machines, toasters"
3322,1842,"at school: design of computer desks, chairs, pens, calculators"
3323,1842,in designing and making activities
3324,1842,"in shops: design of trolleys, use of conveyor belts in counters, ways of preserving foods, packaging foods"
3325,1843,"transport, buildings, bridges, roads, information and communication technologies, insulation of houses, tools and appliances, toys, farming, medicine"
3326,1844,"affect the quality of air, water and soil"
3327,1844,enhance the built environment
3328,1844,produce biodegradable and nonbiodegradable waste
3329,1844,"protect flora and fauna, e.g. by creating and maintaining a school garden"
3330,1845,appreciate the need for oxygen from the air
3331,1845,investigate breathing rate before and after exercise
3332,1845,recognise dangers of smoking and air pollution
3333,1845,understand that air is drawn in through mouth and nose and passes through windpipe to lungs
3334,1847,design and make a clay model of a set of teeth (or part of a set of teeth)
3335,1847,design and make a nutritious sandwich for lunch
3336,1847,need for a balanced and healthy diet
3337,1847,structure and function of teeth
3338,1848,"actions of muscles, bones and joints"
3339,1848,body supported by a skeleton
3340,1850,"design and make an animal home that provides for growth, exercise, feeding of the animal"
3341,1850,"feeding, breathing, growing, moving, reproducing (life cycles), using their senses"
3342,1854,"water, light, types of soil, temperature"
3343,1855,suitability of plants for shaded/damp/dry/wet conditions
3344,1855,use of colour and camouflage by animals
3345,1856,"aspect of a local rural landscape (e.g. road or laneway verge, hedgerow, peatland, field)"
3346,1856,"aspect of a local urban area (e.g. areas around school, park, waste ground)"
3347,1856,"local stream, river or pond, seashore"
3348,1857,"animals that have fur, feathers, scales"
3349,1857,flowering and non-flowering plants
3350,1860,"when materials are beaten, whisked, mixed, squashed, pulled or bent"
3351,1861,design and make a tea-cosy or a cover for a hot-water bottle
3352,1861,explore ways in which liquids and objects may be kept hot or cold
3353,1862,allowing sediment to settle in a jar of liquid
3354,1862,separating water and salt through evaporation
3355,1862,using magnet
3356,1862,using ruler charged with static electricity
3357,1862,using sieves of varying meshes
3358,1863,"design, make and flavour ice-cream"
3359,1863,heat causing air to rise
3360,1863,the effects of heating and cooling on water
3361,1864,"design and make suitable refreshments for guests at a concert (e.g. iced tea, lemonade, adding fruit juices to water)"
3362,1864,mixing and dissolving materials in water
3363,1865,experiment with papier maché
3364,1866,recognise that some fabrics keep us warmer than others
3365,1869,"flexibility, transparency, magnetism, conductivity or insulation properties, strength, shape, ability to muffle sounds, perishable and non-perishable, solubility"
3366,1870,"water, air, rock, fabrics, paper, metal, wood, plastic, food"
3367,1871,"homes and other buildings, furniture, models, structures, everyday appliances"
3368,1873,design and make a spring balance
3369,1875,rubbing hands
3370,1876,design and make a toy using a lever
3371,1877,a bicycle wheel by a brake
3372,1877,a falling object by a parachute
3373,1877,"air resistance, streamlining"
3374,1878,"by machines using rollers, wheels, axles, gear wheels, chains and belts"
3375,1878,by pouring and pumping
3376,1878,by pushing and pulling
3377,1878,design and make a lifting device that uses levers and gears
3378,1878,"design and make a windmill, water wheel or wind turbine to spin a coloured disk or turn a flywheel"
3379,1878,harnessing energy of moving water
3380,1878,using trapped air pressure (pneumatics)
3381,1878,using trapped liquid under pressure (hydraulics)
3382,1878,using wind energy
3383,1879,"through water, metals or air"
3384,1880,from the sun (radiation)
3385,1880,in solids (conduction)
3386,1880,in water and air (convection)
3387,1882,friction in mechanical movement
3388,1882,non-renewable sources (e.g. heat from burning of fossil fuels)
3389,1882,"renewable sources (e.g. solar energy, heat from burning of bio-mass)"
3390,1884,dangers of looking directly at the sun
3391,1884,design and make a sun canopy or umbrella for toys such as dolls and models
3392,1884,effect of the sun's rays on skin
3393,1885,design and make model telescopes
3394,1885,investigate use of lens
3395,1886,design and make model periscopes
3396,1886,"effects of flat shiny surface, curved shiny surface"
3397,1888,mix coloured light using filters
3398,1888,use prism to create spectrum
3399,1892,dangers of mains electricity in the home and at work
3400,1892,the importance of fuses and circuit breakers for safety
3401,1894,"how magnets can be used in cranes, door catches"
3402,1894,how magnets may be used to sort materials
3403,1895,design and make set of traffic lights using a simple circuit and switch
3404,1895,experiment with simple switches
3405,1895,use more than one battery in a circuit
3406,1895,use more than one bulb in a circuit
3407,1895,"use wire, bulbs, motors and batteries"
3408,1896,passing electricity through a coil around apiece of iron or steel (electromagnet)
3409,1896,stroking a piece of iron or steel with a magnet
3410,1900,"investigate how the length, thickness, diameter and type of materials used will influence the sound produced"
3411,1901,"air, water and solids"
3412,1901,design and make a pair of ear muffs
3413,1901,identify materials that muffle sounds
3414,1904,"skin of drum, plastic ruler on table, string of an instrument"
3415,1905,appreciate the need to protect environments for present and future inhabitants
3416,1905,become familiar with the concept of sustainable development
3417,1905,explore concept of custodianship and its practical implications
3418,1906,"an incident of pollution, deforestation, ozone depletion, nuclear energy, global warming"
3419,1906,appreciate the roles and different views of people involved
3420,1906,"effect of building a new factory, new roads, buildings"
3421,1906,farming practices
3422,1906,identify and use ways of assessing or measuring the extent of the problem
3423,1906,investigate the causes of the issue
3424,1906,"participate in the resolution of the issue, if possible"
3425,1906,such as:
3426,1906,suggest possible actions and consider the effect of these on people and the environment
3427,1906,suggestions for environmental enhancement
3428,1906,"traffic congestion, road safety"
3429,1907,become aware of the need to use energy wisely in school and at home
3430,1907,compost waste for garden
3431,1907,"organise collection of paper, aluminium cans or other materials for recycling"
3432,1909,"recycling of materials, use of paper packaging in contrast to some plastic packaging,identifying materials that can be used for a variety of purposes,turning off lights, reducing the amounts of water used"
3433,1910,"ecosystem of tree, hedgerow, stream, boglands, mountains, lowlands, riverrainforest, grasslands, desert, tundra"
3434,1911,"mining, fishing, forestry, agriculture"
3435,1911,processing raw materials for manufacturing
3436,1911,using the environment for leisure activities
3437,1911,"using wind, water, fossil fuels or nuclear energy to generate power"
3438,1912,"colours, textures and shapes in rural and urban areas"
3439,1912,diversity of plant and animal life
3440,1912,places that people enjoy and the reasons for these preferences
3441,1912,"range of materials, buildings, walls and other features"
3442,1913,"at home: microwave oven, cooker, dustbin, coffee maker"
3443,1913,"at school: photocopier, projector, information and communication technologies"
3444,1913,in designing and making activities
3445,1913,"in hospitals: stethoscope, X-ray, radium treatment"
3446,1913,"in the work-place: conveyor belts and pulleys in a factory; pneumatic drill, cement mixer and crane on a building site"
3447,1914,"purifying water, mixing materials to produce new materials, medicines, processing food, preserving food, generating electricity, using fertilisers for increased agricultural yields"
3448,1915,activities that:
3449,1915,"affect the quality of air, soil, water and the built environment"
3450,1915,enhance built environments
3451,1915,"protect flora and fauna, such as creating a wildlife area and planting trees"
3452,1916,work of scientists in the past and present
3453,1917,appreciate the need for oxygen from the air
3454,1917,investigate and/or design and make facial anti-dust mask
3455,1917,recognise the dangers of smoking and air pollution
3456,1917,"understand structure and function of nose, windpipe and lungs"
3457,1918,design and make a balanced and nutritious lunch menu for self or younger child
3458,1918,importance of a balanced and healthy diet
3459,1918,"structure, function and care of teeth"
3460,1918,the importance of food for energy and growth
3461,1922,role of external organs: nose and skin
3462,1923,"animals: nutrition, breathing, growth, movement, reproduction (life cycles), use of their senses"
3463,1923,"plants: nutrition, reproduction, movement in response to light, use of oxygen and carbon dioxide"
3464,1925,"flowering and non-flowering plants, fungi and bacteria* (*Note: Fungi and bacteria are not considered to be part of the animal or plant kingodms)"
3465,1925,"mammals, insects, arachnids, amphibians, fish, birds, reptiles"
3466,1928,similarities and differences between members of the same groups or species
3467,1929,concept of food chains and food webs
3468,1929,"plants and animals depend on, and compete with, each other"
3469,1930,design and make a suitable growth environment for a plant that requires some specialised care (e.g. a bottle garden forplants that require much heat and humidity)
3470,1930,"water, light, soil, temperature"
3471,1931,"location factors for plant and animal habitats, including food supply and physical conditions"
3472,1931,use of colour and camouflage by animals
3473,1932,"aspect of a local rural landscape (e.g. soil, hedgerow, forest, peatland, field); aspect of a local urban area (e.g. areas around school, park, waste ground)"
3474,1932,"local stream, river or pond, rock pool, seashore"
3475,1934,flowering plants and seeds
3476,1934,"non-flowering plants, spores"
3477,1934,"vegetatively: runners, tubers, bulbs"
3478,1935,"when materials are beaten, whisked, mixed,squashed, pulled, bent"
3479,1936,explore ways in which liquids and solids may be kept hot or cold
3480,1937,allowing sediment to settle in a jar of liquid
3481,1937,separation of salt and water by evaporation separation of water and soil using simple sieves (filtration)
3482,1937,using a magnet
3483,1937,using ruler charged with static electricity
3484,1937,using sieves of varying meshes
3485,1938,evaporation of water on heating
3486,1938,expansion of water on freezing
3487,1938,permanent changes (e.g. those caused by baking bread in an oven)
3488,1938,temporary changes (e.g. from solid to liquid to gas)
3489,1940,exploring liquids that will not mix
3490,1940,mixing and dissolving materials in water solutions
3491,1941,characteristics of materials when wet and dry
3492,1941,discoloration and fading
3493,1941,investigate how rusting can be controlled
3494,1941,rusting of iron and steel
3495,1945,use of carbon dioxide in fizzy drinks and in fire extinguishers
3496,1946,including oxygen and carbon dioxide
3497,1947,identify natural and manufactured materials
3498,1947,understand how some of these materials are processed or made
3499,1948,"composition (e.g. foods containing proteins, carbohydrates and/or fats; soil containing clay, silt, sand and/or gravel)"
3500,1948,"properties (e.g. flexibility, transparency, magnetism, conductivity, insulation, strength, shape, perishable or non-perishable foods, solubility)"
3501,1949,"water, air, rock, fabric, paper, metal, wood, plastic, food"
3502,1950,"design and make a bridge that takes account of flexibility, form, stability and strength"
3503,1950,examine how shape affects the strength of structures
3504,1950,relate the properties of the material to its use
3505,1951,design and make a glider
3506,1951,explore the effect of air resistance
3507,1951,investigate evidence for atmospheric pressure
3508,1953,biodegradable and non-biodegradable waste
3509,1953,environmental problems caused by nonbiodegradable waste
3510,1953,materials that may be recycled
3511,1956,group objects that will float or sink
3512,1956,push objects into water
3513,1956,through experimenting with different materials
3514,1957,design and make a suitable cover to keep a hot drink warm
3515,1957,"wrapping and covering (e.g. cosy on teapot, cool-box, clothes, shade from sunlight)"
3516,1960,"colour tables, coloured light"
3517,1963,"at school, in the home, in the street, in animal and plant life"
3518,1968,design and make a container (incorporating a magnet) that will keep all teacher's paper clips together
3519,1970,"tins, metals, bottles and paper"
3520,1975,"caring for clothes, toys and other possessions"
3521,1975,caring for living and non-living things in the locality
3522,1975,caring for living and non-living things in the locality
3523,1975,collecting paper or cans for recycling
3524,1975,disposing of litter appropriately
3525,1975,"keeping classroom, school and play spaces clean, tidy and safe"
3526,1975,"keeping home, garden, classroom and street clean and tidy"
3527,1975,things I can do:
3528,1975,things we can do together:
3529,1976,"attractive elements of physical, natural and human features"
3530,1976,beauty and diversity of plants and animals in a variety of habitats
3531,1977,design and make a slipper or shoe for self or an imaginary character
3532,1977,"height, foot size"
3533,1979,that a baby grows and is nurtured in the mother's womb until ready to be born
3534,1981,both Robert and Sinéad have blue eyes
3535,1981,Sean is smaller than Jan
3536,1982,design a tasty cereal from a base of oatflakes and/or wheatflakes
3537,1982,"examine a muesli, identify and taste the ingredients, what else could be in a cereal?"
3538,1984,"colour change, leaf fall, appearance of buds and shoots, hibernation"
3539,1985,"in soil, damp moss, wet paper"
3540,1987,"common birds and other animals in habitats such as ponds, trees, hedges, grass, rocks, soil"
3541,1987,common trees and other plants
3542,1988,"flower, leaf, stem, root"
3543,1988,"tail, leg, beak, feathers"
3544,1989,"flowers, leaves, trees, birds, fruit and vegetables"
3545,1990,"ice-cream, butter, chocolate, water"
3546,1992,design and make a waterproof outfit for a toy character or doll
3547,1992,"raincoat, umbrella, boot, feather, skin"
3548,1992,suggest materials suitable for rainy days
3549,1993,soil and paper
