Subject;Class;Strand;Strand Unit;Content Objectives;Further Information
English;1st Class & 2nd Class;Writing;Receptiveness to language ;explore different genres;a letter
English;1st Class & 2nd Class;Writing;Receptiveness to language ;work with other children when writing;
English;1st Class & 2nd Class;Writing;Receptiveness to language ;have writing valued;hearing it praised 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;have writing valued;having it displayed 
English;1st Class & 2nd Class;Writing;Receptiveness to language ;have writing valued;sharing it with others
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;experience and enjoy a print-rich environment;
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;receive help from the teacher, who will sometimes act as scribe to assist with accuracy and presentation;
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;write and draw frequently;scribbling, making attempts at writing, letters and symbols, captions, words and sentences
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;write for different audiences;oneself, teacher, other children, family, visitors
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;see personal writing displayed;on worksheets
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;see personal writing displayed;as part of arts activities
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;see personal writing displayed;on a writing shelf or in a writing corner
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;see personal writing displayed;in class-made collections
English;Junior Infants & Senior Infants;Writing;Receptiveness to language ;read personal writing aloud and hear it read;
English;3rd Class & 4th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;class library 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;writing corner 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;displays of writing 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;anthologies of his/her and others' writing 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;captioned drawings 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;experience a classroom environment that encourages writing;posters
English;3rd Class & 4th Class;Writing;Receptiveness to language ;observe the teacher modelling different writing genres;writing about a personal experience 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;observe the teacher modelling different writing genres;writing a letter 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;observe the teacher modelling different writing genres;writing a description
English;3rd Class & 4th Class;Writing;Receptiveness to language ;use personal reading as a stimulus to writing;
English;3rd Class & 4th Class;Writing;Receptiveness to language ;write stories that explore a variety of genres;
English;3rd Class & 4th Class;Writing;Receptiveness to language ;re-read his/her writing for pleasure;
English;3rd Class & 4th Class;Writing;Receptiveness to language ;choose the audience for which to write;
English;3rd Class & 4th Class;Writing;Receptiveness to language ;choose both the subject and form of his/her writing;
English;3rd Class & 4th Class;Writing;Receptiveness to language ;receive and give positive responses to writing;
English;3rd Class & 4th Class;Writing;Receptiveness to language ;see his/her writing valued;constructive comment 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;see his/her writing valued;having it displayed 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;see his/her writing valued;having it included in class anthologies 
English;3rd Class & 4th Class;Writing;Receptiveness to language ;see his/her writing valued;reading it aloud
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;analyse in writing his/her reactions to personal experiences;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;express in writing reactions to the experiences of others;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;write stories and poems;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;write longer stories or a series of related stories in book form;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;keep a personal diary;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;express a personal reaction to ideas, emotions and images encountered in literature;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;express and analyse his/her reactions to poems;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;analyse different interpretations of poems in writing;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;write about the relationship between poems and personal experience;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;write short plays based on activity in improvisational drama;
English;5th Class & 6th Class;Writing;Emotional and imaginative development through language;express in writing reactions to music, artwork, films, television programmes and videos;
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;express feelings in writing;happiness 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;express feelings in writing;sadness 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;express feelings in writing;excitement 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;express feelings in writing;pride 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;express feelings in writing;anticipation
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;write about experiences;enjoyable 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;write about experiences;funny 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;write about experiences;annoying 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;write about experiences;frightening
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;listen to the experiences of others and express reactions to them in writing;
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;draw and write about sensory experience ;sight 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;draw and write about sensory experience ;hearing 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;draw and write about sensory experience ;taste 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;draw and write about sensory experience ;touch 
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;draw and write about sensory experience ;smell
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;write about feelings experienced in drama activities;
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;draw and write stories and poems;
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;express in writing likes and dislikes about events and characters in stories and poems;
English;1st Class & 2nd Class;Writing;Emotional and imaginative development through language;listen to music and write about it;
English;Junior Infants & Senior Infants;Writing;Emotional and imaginative development through language;draw and write about feelings ;happiness, sadness, love, fear
English;Junior Infants & Senior Infants;Writing;Emotional and imaginative development through language;draw and write about things he/she likes and dislikes;
English;Junior Infants & Senior Infants;Writing;Emotional and imaginative development through language;draw and write about sensory experiences;hot, cold, bright, dark, sweet
English;Junior Infants & Senior Infants;Writing;Emotional and imaginative development through language;draw and write stories;
English;Junior Infants & Senior Infants;Writing;Emotional and imaginative development through language;hear a rich variety of stories, rhymes and songs and draw and write about them;
English;Junior Infants & Senior Infants;Writing;Emotional and imaginative development through language;use mime and role-playing to create imaginary situations and then draw and write about them;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;express his/her reactions to particular experiences in writing;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;write about experiences and feelings in diary form;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;write about feelings experienced in improvisational drama;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;create stories and poems;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;write extended stories in book form;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;write about favourite moments, characters and events in stories;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;express in writing his/her reactions to poems;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;express in writing his/her reactions to personal reading;
English;3rd Class & 4th Class;Writing;Emotional and imaginative development through language;use his/her own artwork and that of others as a stimulus to writing;
