id,unit_id,title_en_GB
1523,274,discuss the chronology of events in a story
1524,274,examine and begin to make deductions from some simple relevant evidence
1525,274,"express or record stories through oral and written forms, art work, music, drama, mime, movement, information and communication technologies"
1526,274,listen to local people telling stories about their past
1527,274,"listen to, discuss, retell and record a wide range of stories from the lives of people who have made a contribution to local and/or national life and to the lives of people in other countries through technological, scientific, cultural and artistic activi"
1528,274,use appropriate timelines
1529,275,collect and examine simple evidence
1530,275,"compare photographs, clothes worn or toys used at different ages, noting development and things which have stayed the same"
1531,275,explore and record significant personal events and dates
1532,276,"become aware of the lives of women, men and children from different social, cultural, ethnic and religious backgrounds, including the lives of ordinary as well as more famous people"
1533,276,"discuss the chronology of events (beginning, middle, end) in a story"
1534,276,display storyline pictures showing episodes in sequence
1535,276,"express or record stories through art work, drama, music, mime and movement and using information and communication technologies"
1536,276,listen to local people telling stories about their past
1537,276,"listen to, discuss, retell and record through pictures and other simple writing activities some stories from the lives of people who have made a contribution to local and/or national life and to the lives of people in other countries in a variety of ways"
1538,277,become aware of and identify the members of the family
1539,277,collect simple evidence
1540,277,"compare relative ages: old/older, young/younger"
1541,277,discuss developments in the life of the family and things which have stayed the same
1542,277,explore and discuss how family members care for each other
1543,278,become aware of ways in which the environment can be polluted or harmed
1544,278,"begin to realise that people, animals and plants depend on each other"
1545,278,"develop an awareness that air, water, soil, living and non-living things are essential to the environment"
1546,278,"identify and help to implement simple strategies for protecting, conserving and enchancing the environment"
1547,278,"identify, discuss and appreciate the natural and human features of the local environment"
1548,278,"identify, discuss and implement simple strategies for improving and caring for the environment"
1549,278,observe and develop an awareness of living things in a range of habitats in local and wider environments
1550,278,observe similarities and differences among plants and animals in different local habitats
1551,278,realise that there is both an individual and a community responsibility for taking care of the environment
1552,279,appreciate the roles of people who help at play
1553,279,become aware of and learn to value the diversity of people who live in the local community and the contribution they make
1554,279,become aware of the work of people in other areas who supply food and other products to us
1555,279,begin to recognise the interdependence of individuals and groups in the local community
1556,279,"describe his/her home, its location and surroundings"
1557,279,describe location and features of play spaces
1558,279,develop an awareness and appreciation of different types of homes in the locality and in other areas
1559,279,develop an awareness of homelessness
1560,279,develop some awareness of people living in other areas and of the links between them and the local community
1561,279,discuss and record simply journeys to and from homes
1562,279,discuss and record simply journeys to workplaces
1563,279,"discuss and record simply the buildings and places where people work, especially those in the locality"
1564,279,"discuss, and record simply, journeys to and from play spaces"
1565,279,"explore and discuss his/her role and that of others in the family, school and local community"
1566,279,investigate materials used to construct homes and identify materials of local origin
1567,279,investigate the work of people in a range of locations in the locality
1568,279,investigate the work of people involved in transport and communications
1569,279,recognise that people live in a variety of homes
1570,279,"record some of these features using simple drawings, plans, displays, models and sketches"
1571,280,appreciate ways in which people in different areas depend on one another and on people living in other parts of the world
1572,280,"become familiar with some aspects of the lives of people and especially of children in Ireland, Europe and other areas"
1573,281,develop familiarity with the spherical nature of the Earth
1574,281,"identify the sun, the moon, stars, day and night"
1575,281,recognise the sun as a source of heat and light
1576,282,"identify, explore and discuss aspects of some major natural features in the local environment"
1577,282,"observe, collect and investigate a variety of natural materials in the local environment"
1578,282,"observe, discuss and investigate water in the locality"
1579,282,"record and communicate experiences and observations using simple drawings, plans, displays, models and sketches"
1580,283,begin to associate cloud cover and other conditions with different types of weather
1581,283,begin to make and test simple weather predictions
1582,283,contrast weather in the locality with that in other areas
1583,283,identify ways in which weather influences the lives of people
1584,283,"observe and record the influences weather and seasonal changes have on people, animals and plants in the locality"
1585,283,observe and record varying weather conditions using appropriate vocabulary and simple equipment
1586,284,examine a number of ways in which local and other environments could be improved or enhanced
1587,284,"identify and discuss a local, national or global environmental issue"
1588,284,realise that there is a personal and community responsibility for taking care of and conserving environments
1589,285,become aware of the Earth's renewable and non-renewable resources
1590,285,come to appreciate the need to conserve the Earth's resources
1591,285,develop some awareness of the types of environment which exist in Ireland and other parts of the world
1592,285,identify the interrelationships of living and non-living elements of local and other environments
1593,285,"identify, discuss and record aspects of local natural and human environments which are considered attractive or unattractive"
1594,285,recognise and investigate human activities which may have positive or adverse effects on local and wider environments
1595,285,recognise how the actions of people may have an impact on environments
1596,286,become familiar with the location and names of a few of the larger towns and cities in the region and in Ireland
1597,286,"become familiar with the location and names of urban areas in the county, some of their important buildings, factories and other features"
1598,286,develop some knowledge of the relative location of the county and neighbouring counties
1599,287,"begin to develop a sense of belonging to local, county, national, European and global communities"
1600,287,develop an awareness of the interdependence of these people and people in Ireland
1601,287,study some aspects of the environments and lives of people in one location in Europe and one location in another part of the world
1602,288,become aware of forms of transport and transport routes in the locality and in a contrasting part of Ireland
1603,288,become aware of the natural features in the locality and in a contrasting part of Ireland and their relationship to the lives of people living in these places
1604,288,become familiar with the communication methods available
1605,288,"explore and investigate, especially through practical studies, a small number of the common economic activities of people in the locality and in a contrasting part of Ireland"
1606,288,"explore, investigate and come to appreciate the major features of the built environment in the locality and in a contrasting part of Ireland"
1607,288,investigate work of people involved in transport and communications
1608,288,learn about and come to appreciate and respect the people and communities who live and work in the locality and in a contrasting part of Ireland
1609,289,become familiar with the names and locations of some major natural features in the county
1610,289,"develop some familiarity with the relationship of these features with each other and with elements of the built environment such as roads, bridges, towns and cities"
1611,290,become aware of the dangers of sunlight for skin and eyesight
1612,290,begin to understand the influence of the sun on weather and atmospheric conditions
1613,290,"investigate shadows, directions and sunlight"
1614,290,"observe, describe and record the positions of the sun when rising and setting and the changing lengths of day and night during the seasons"
1615,290,understand the importance of sunlight for plants and animals
1616,291,begin to explore influence of soils and rocks on animal and plant life
1617,291,"compare and contrast materials, focusing on certain criteria"
1618,291,"observe, collect and examine different soil samples in the immediate and other environments"
1619,291,sort and group constituent materials in samples
1620,292,estimate distances and establish cardinal directions during the exploration of these features
1621,292,investigate and become familiar with some natural features in the local environment
1622,292,investigate the ways in which these features have been used by humans and the changes which have occurred as a result
1623,292,"observe and explore ways in which these features have affected the lives of plants, animals and humans"
1624,293,begin to appreciate the importance of solar energy for the Earth
1625,293,collect and record weather lore from the locality
1626,293,"compare temperatures indoors and outdoors, in shade and sunlight, on different sides of the same building, and explore reasons for differences"
1627,293,"develop some awareness of weather and climate patterns and their relationship with plant, animal and human life in some environments in other parts of the world"
1628,293,"record and display simple weather observations in systematic way using graphs, charts and common meteorological symbols"
1629,293,"study weather variations during the year and their influence on plants, animals and humans"
1630,293,"use analysis of weather recordings to begin to associate simple descriptions of clouds, amount of cloud cover, wind direction and other conditions with particular types of weather; make and test weather predictions"
1631,293,use simple equipment to observe and record weather phenomena
1632,294,"come to appreciate individual, community and national responsibility for environmental care"
1633,294,examine a number of ways in which local and other environments could be improved or enhanced
1634,294,"identify and discuss a local, national or global environmental issue"
1635,295,become aware of the importance of the Earth's renewable and non-renewable resources
1636,295,come to appreciate the need to conserve the Earth's resources
1637,295,"explore some examples of the interrelationship of climate, natural features, flora, fauna and human life in different environments in Ireland and in some of the main climatic regions of the world"
1638,295,foster an appreciation of the ways in which people use the Earth's resources
1639,295,"identify, discuss and appreciate attractive and unattractive elements of natural and human environments"
1640,295,recognise and investigate aspects of human activities which may have positive or adverse effects on environments
1641,296,"become aware of the location of the counties of Ireland, some of their towns and cities; the origins and geographical significance of their place-names"
1642,296,"become familiar with the names, locations and some well-known features of the capital cities of the European Union"
1643,296,"identify some of their important buildings, features, facilities, parks, work-places"
1644,296,learn of the movement of people to and/or from these centres
1645,297,"become aware of various ethnic, religious and linguistic groups of peoples in Ireland, Europe and the wider world"
1646,297,"develop a sense of belonging to local, county, national, European and international communities"
1647,297,develop an increasing awareness of the interdependence of people in these places and people in Ireland
1648,297,learn to value and respect the diversity of peoples and their lifestyles in these areas and other parts of the world
1649,297,study some aspects of the environments and lives of people in one location in Europe and one location in another part of the world
1650,298,"become aware of the advantages, disadvantages and roles of these methods"
1651,298,become aware of the natural features in the locality and in a contrasting part of Ireland and their interrelationship with the lives of people living in these places
1652,298,become familiar with the work of people in these activities
1653,298,"explore and investigate, especially through practical studies, one or more of the important economic activities of people in the locality and in a contrasting part of Ireland"
1654,298,"explore, investigate and come to appreciate the major features of the built environment in the locality and in a contrasting part of Ireland"
1655,298,learn about and come to appreciate the peoples and communities who live and work in the locality and in a contrasting part of Ireland
1656,298,learn about the available methods of communication
1657,298,learn about the methods of transport and transport routes in the locality and in a contrasting part of Ireland
1658,299,"acquire some knowledge of the origins, work and Irish involvement in some major international organisations"
1659,299,become aware of the causes and effects of famine
1660,299,come to appreciate the inequalities between the developed and the developing world
1661,299,compare the experience of famine in Ireland with that of other countries
1662,299,discuss possible short and long-term solutions to famine
1663,299,examine the work of relief agencies and become aware of Irish involvement in them
1664,299,explore some of the issues and problems associated with aid
1665,299,"explore, through the study of some major world commodities, trade issues"
1666,300,become familiar with the names and locations of some major natural features in Ireland
1667,300,"become familiar with the relationship of these features with each other, with elements of the built environment and with significant natural features of Ireland"
1668,300,"understand some of the interrelationships between these natural features and the lives of plants, animals and humans"
1669,301,become familiar with the names and approximate location of a small number of major world physical features
1670,301,learn about a small number of the major natural features of Europe
1671,302,become aware of the dangers of sunlight for eyesight and skin
1672,302,become aware of the influence of the sun on atmospheric conditions
1673,302,"develop a simple understanding of the interrelationship of these bodies, including day and night and seasonal movements"
1674,302,investigate the relative lengths and directions of shadows and the intensity of sunlight at different times of the year
1675,302,observe and record the positions of the sun when rising and setting and at different times of the day
1676,302,observe the changing lengths of day and night during the seasons
1677,302,recognise a few of the major star constellations
1678,302,"recognise that the Earth, its moon, the sun, other planets and their satellites are separate bodies and are parts of the solar system"
1679,302,understand the importance of sunlight as a source of energy for plants and animals
1680,303,be familiar with some ways of changing and/or improving soil structure
1681,303,collect and examine soil samples and their constituents
1682,303,collect and identify some common rocks in the locality
1683,303,compare soil samples from different parts of the locality
1684,303,"develop simple understanding of the structure of the Earth, using terms such as core, mantle, crust, plates of the crust, lava flow, volcano, earthquake"
1685,303,"identify and explore the use of stone in building and other human activities, especially in the locality"
1686,303,learn about the characteristics of some common rock types and where they may be found in Ireland and in other parts of the world
1687,303,learn of the relationship of plants and farming to soil types
1688,304,"become aware of the ways in which people, animals and plants have exploited and/or altered these features"
1689,304,investigate and learn about the main natural features in the locality and county
1690,304,investigate the influence of these features on plants and on the lives of animals and people
1691,304,observe and develop simple understanding of the links between these features
1692,305,become aware of the characteristics of some major climatic regions in different parts of the world
1693,305,begin to appreciate the difference between climate and weather
1694,305,"collect weather lore, especially local traditions and knowledge"
1695,305,develop simple understanding of some atmospheric features
1696,305,develop some awareness of weather patterns in other parts of Ireland and factors influencing climate in the locality and in Ireland
1697,305,"explore the relationship of climate to plant, animal and human life"
1698,305,explore the relationships between climatic factors and aspects of building construction
1699,305,explore weather patterns over the year in the locality using a variety of graphical and analytical skills
1700,305,"record and display simple weather observations in systematic way using graphs, charts and common meteorological symbols"
1701,305,"use analysis of weather recordings to associate simple descriptions of clouds, amount of cloud cover, wind direction and other conditions with particular types of weather; make and test weather predictions"
1702,305,use simple equipment to make detailed weather observations and recordings of phenomena
1703,306,appreciate that people share the environment with plant and animal life
1704,306,develop a sense of responsibility for taking care of and enhancing the environment
1705,306,"identify, discuss and implement simple strategies for improving and caring for the environment"
1706,306,"observe, discuss and appreciate the attributes of the local environment"
1707,307,acquire some awareness of different types of homes in the locality
1708,307,associate activities with areas within the home and outside the home
1709,307,associate activities with areas within the school and outside the school
1710,307,become aware of and discuss play spaces
1711,307,"become aware of some buildings and places where people work, especially those in the locality"
1712,307,"become aware of, discuss and appreciate the people in the school community"
1713,307,begin to appreciate the need for shelter for a family
1714,307,describe areas within the home
1715,307,describe areas within the school
1716,307,"discuss the work of people in the home, at school, in the local community, in towns or countryside nearby and in wider environments"
1717,307,"explore and discuss his/her membership of the family, school and local community"
1718,307,identify and discuss the roles of people who serve the local community
1719,307,"make simple drawings of home, immediate surroundings and journeys to and from home"
1720,307,"make simple drawings of school, immediate surroundings and journeys to and from school"
1721,307,"make simple drawings of these places, immediate surroundings and journeys to and from these places"
1722,307,recognise that people live in homes
1723,307,suggest ways in which these places may be kept clean and safe
1724,308,acquire some awareness of different types of homes in places outside the locality
1725,308,become aware of some links between the school or local community and people in other places
1726,308,develop some awareness of people living in other areas
1727,309,"identify and discuss the sun, the moon and stars"
1728,309,recognise the difference between day and night
1729,310,"become aware of, explore and discuss some aspects of natural environments in the immediate locality of the school"
1730,310,"observe, collect and investigate a variety of natural materials in the local environment"
1731,310,"observe, discuss and investigate water in the local environment"
1732,310,record and communicate experiences and observations using oral language and pictures
1733,311,"become aware of some of the effects of different weather conditions on human, animal and plant life in the local environment"
1734,311,discuss the suitability of different kinds of clothes for different weather conditions
1735,311,observe and discuss a variety of weather conditions using simple vocabulary
1736,311,recognise that some weather patterns are associated with seasonal change and distinguish between summer and winter
1737,311,record weather observations using a weather chart or diary
1738,312,become aware of and explore how moving water and moving air can make things move
1739,312,explore how objects may be moved by pushing and pulling
1740,312,investigate how forces act on objects
1741,312,observe and investigate the movement of objects such as toys on various materials and surfaces
1742,313,become aware of different sources of heat energy
1743,313,learn that temperature is a measurement of how hot something is
1744,313,"measure and compare temperatures in different places in the classroom, school and environment"
1745,314,become aware of the dangers of looking directly at the sun
1746,314,investigate the relationship between light and materials
1747,314,recognise that light comes from different sources
1748,314,recognise that light is needed in order to see
1749,314,"recognise that the sun gives us heat and light, without which we could not survive"
1750,315,become aware of the dangers of electricity
1751,315,become aware of the uses of electricity in school and at home
1752,315,explore the effects of static electricity
1753,315,identify some household appliances that use electricity
1754,315,investigate that magnets attract certain materials through other materials
1755,315,"investigate that magnets attract magnetic materials, such as iron and steel"
1756,315,use magnets of different shapes and sizes in purposeful play to explore their effects on different materials
1757,316,design and make a range of simple percussion instruments
1758,316,explore ways of making different sounds using a variety of materials
1759,316,"identify and differentiate between high and low sounds, loud and soft sounds"
1760,316,recognise and identify a variety of sounds in the environment
1761,317,become aware of ways in which the environment can be polluted or harmed
1762,317,"begin to recognise that people, animals and plants depend on one another"
1763,317,"develop an awareness that air, water, soil, living and non-living things are essential to the environment"
1764,317,"identify and help to implement simple strategies for protecting, conserving and enhancing the environment"
1765,317,"identify, discuss and appreciate the natural and human features of the local environment"
1766,317,"identify, discuss and implement simple strategies for improving and caring for the environment"
1767,317,observe and develop an awareness of living things in a range of habitats in local and wider environments
1768,317,observe similarities and differences among plants and animals in different local habitats
1769,317,realise that there is both an individual and a community responsibility for taking care of the environment
1770,318,become aware of the role of each sense in detecting information about the environment and in protecting the body
1771,318,begin to identify the main phases of the human life cycle
1772,318,identify some requirements for growth and development in the human
1773,318,name and identify external parts of the male and female body and their associate functions or senses
1774,318,recognise and/or measure physical similarities and differences between individuals
1775,318,recognise that all living things grow and change
1776,318,recognise that physical growth has taken place since birth
1777,318,use all the senses to become aware of and explore environments
1778,319,appreciate that living things have essential needs for growth
1779,319,become familiar with the life cycles of common plants and animals
1780,319,develop some awareness of plants and animals from wider environments
1781,319,"explore, through the growing of seeds, the need of plants for water and heat"
1782,319,group and sort living things into sets according to certain characteristics
1783,319,investigate how plants respond to light
1784,319,"observe, identify and explore a variety of living things in local habitats and environments"
1785,319,recognise and describe the parts of some living things
1786,319,recognise that trees are plants
1787,319,understand that seasonal changes occur in living things and examine the changes in plant and animal life during the different seasons
1788,320,become aware of and investigate the suitability of different kinds of clothes for variations in temperature
1789,320,begin to investigate how materials may be changed by mixing
1790,320,explore the effects of heating and cooling on a range of liquids and solids
1791,320,explore ways in which liquids and solids may be kept hot or cold
1792,320,investigate the characteristics of different materials when wet and dry
1793,321,begin to distinguish between natural and manufactured materials
1794,321,begin to explore how different materials may be used in the construction of homes suited to their environments
1795,321,"describe and compare materials, noting the differences in colour, shape and texture"
1796,321,group materials according to their properties
1797,321,identify and investigate a range of common materials used in the immediate environment
1798,321,identify and investigate materials that absorb water and those that are waterproof
1799,322,explore how levers may be used to help lift different objects
1800,322,explore how objects may be moved
1801,322,explore how some moving objects may be slowed down
1802,322,explore the effect of friction on movement through experimenting with toys and objects on various surfaces
1803,322,investigate falling objects
1804,322,investigate the pushing force of water
1805,323,"identify ways in which homes, buildings and materials are heated"
1806,323,learn that heat can be transferred
1807,323,"measure and compare temperatures in different places in the classroom, school and environment and explore reasons for variations"
1808,323,measure changes in temperature using a thermometer
1809,323,recognise that temperature is a measurement of how hot something is
1810,323,understand that the sun is the Earth's most important heat source
1811,324,be aware of the dangers of looking directly at the sun
1812,324,investigate how mirrors and other shiny surfaces are good reflectors of light
1813,324,investigate that light can be broken up into many different colours
1814,324,investigate the relationships between light and materials
1815,324,learn that light is a form of energy
1816,324,recognise that light comes from different natural and artificial sources
1817,324,"recognise that the sun gives us heat and light, without which people and animals could not survive"
1818,325,become aware of the dangers of electricity
1819,325,examine and classify objects and materials as magnetic and non-magnetic
1820,325,examine and group materials as conductors (those that conduct electricity) and insulators (those that do not allow electricity to pass through)
1821,325,explore how magnets have poles and investigate how these poles attract and repel each other
1822,325,explore the effects of static electricity
1823,325,explore the relationship between magnets and compasses
1824,325,investigate current electricity by constructing simple circuits
1825,325,investigate that magnets attract certain materials through other materials
1826,325,learn about electrical energy
1827,325,learn that magnets can push or pull magnetic materials
1828,325,observe the effects of static electricity on everyday things in the environment
1829,326,design and make a range of simple string instruments using an increasing variety of tools and materials
1830,326,explore the fact that sound travels through materials
1831,326,learn that sound is a form of energy
1832,326,recognise and identify a variety of sounds in the environment
1833,326,understand and explore how different sounds may be made by making a variety of materials vibrate
1834,327,examine a number of ways in which the local environment could be improved or enhanced
1835,327,"identify and discuss a local, national or global environmental issue"
1836,327,realise that there is a personal and community responsibility for taking care of the environment
1837,328,become aware of the importance of the Earth's renewable and non-renewable resources
1838,328,come to appreciate the need to conserve resources
1839,328,"identify positive aspects of natural and built environments through observation, discussion and recording"
1840,328,identify the interrelationship of the living and non-living elements of local and other environments
1841,328,recognise how the actions of people may impact upon environments
1842,329,begin to explore and appreciate the application of science and technology infamiliar contexts
1843,329,identify some ways in which science and technology contributes positively to society
1844,329,recognise and investigate human activities which have positive or adverse effects on local and wider environments
1845,330,become aware of and investigate breathing
1846,330,become aware of the names and structure of some of the body's major external and internal organs
1847,330,develop an awareness of the importance of food for energy and growth
1848,330,explore and investigate how people move
1849,330,understand the physical changes taking place in both male and female during growth to adulthood
1850,331,become aware of some of the basic life processes in animals
1851,331,come to appreciate that animals depend on plants and indirectly on the sun for food
1852,331,develop an increasing awareness of plants and animals from wider environments
1853,331,discuss simple food chains
1854,331,investigate the factors that affect plant growth
1855,331,"observe and explore some ways in which plant and animal behaviour is influenced by, or adapted to, environmental conditions"
1856,331,"observe, identify and investigate the animals and plants that live in local environments"
1857,331,sort and group living things into sets according to observable features
1858,331,understand that plants use light energy from the sun
1859,331,use simple keys to identify common species of plants and animals
1860,332,examine the changes that take place in materials when physical forces are applied
1861,332,experiment to establish which materials are conductors of heat or insulators
1862,332,explore some simple ways in which materials may be separated
1863,332,"explore the effects of heating and cooling on a range of liquids, solids and gases"
1864,332,investigate how materials may be changed by mixing
1865,332,investigate the characteristics of different materials when wet and dry
1866,332,investigate the suitability of different kinds of clothes for variations in temperature
1867,333,"describe and compare materials, noting the differences in colour, shape and texture"
1868,333,distinguish between raw and manufactured materials
1869,333,group materials according to their properties
1870,333,identify and investigate a range of common materials in the immediate environment
1871,333,investigate how materials may be used in construction
1872,333,"recognise that materials can be solid, liquid or gaseous"
1873,334,become aware that objects have weight because of the pull of gravity
1874,334,come to appreciate that gravity is a force
1875,334,explore how friction can generate heat
1876,334,explore how levers may be used to help lift different objects
1877,334,explore the effect of friction on movement and how it may be used to slow or stop moving objects
1878,334,identify and explore how objects and materials may be moved
1879,335,experiment with a range of materials to establish that heat may be transferred in different ways
1880,335,know that heat energy can be transferred
1881,335,measure and record temperature using thermometer
1882,335,recognise a variety of sources of heat
1883,336,appreciate the importance of sight
1884,336,be aware of the dangers of excessive sunlight
1885,336,explore how objects may be magnified using simple lens or magnifier
1886,336,investigate how mirrors and other shiny surfaces are good reflectors of light
1887,336,investigate the refraction of light
1888,336,investigate the splitting and mixing of light
1889,336,know that light travels from a source
1890,336,learn that light is a form of energy
1891,336,understand the role of sunlight in photosynthesis and appreciate that the sun gives us heat and light without which people and animals could not survive
1892,337,become aware of and understand the dangers of electricity
1893,337,become aware of how some common electrical appliances work
1894,337,explore the use of magnets to lift and hold objects
1895,337,investigate current electricity by constructing simple circuits
1896,337,investigate how magnets may be made
1897,337,learn about electrical energy
1898,337,learn that magnets can push or pull magnetic materials
1899,338,appreciate the importance of hearing
1900,338,design and make simple woodwind instruments
1901,338,explore how sound travels through materials
1902,338,learn that sound is a form of energy
1903,338,recognise and identify a variety of sounds in the environment and appreciate the importance of noise control
1904,338,understand and explore how different sounds may be made by making a variety of materials vibrate
1905,339,"come to appreciate individual, community and national responsibility for environmental care"
1906,339,"identify and discuss a local, national or global environmental issue"
1907,339,participate in activities that contribute to the enhancement of the environment
1908,340,become aware of the importance of the Earth's renewable and non-renewable resources
1909,340,come to appreciate the need to conserve resources
1910,340,explore some examples of the interrelationship of living and non-living aspects of local and other environments
1911,340,foster an appreciation of the ways in which people use the Earth's resources
1912,340,"identify positive aspects of natural and built environments through observation, discussion and recording"
1913,341,appreciate the application of science and technology in familiar contexts
1914,341,examine some ways that science and technology have contributed positively to the use of the Earth's resources
1915,341,recognise and investigate aspects of human activities that may have positive or adverse effects on environments
1916,341,recognise the contribution of scientists to society
1917,342,become aware of and investigate breathing
1918,342,develop a simple understanding of food and nutrition
1919,342,develop a simple understanding of the structure of some of the body's major internal and external organs
1920,342,develop an understanding of the reproductive systems of both male and female and of the physical changes taking place in both male and female during growth to adulthood
1921,342,Human life processes
1922,342,identify and understand ways in which the body protects itself against disease and infection
1923,343,become aware of some of the basic life processes in animals and plants
1924,343,become aware of the sun as a source of energy for plants through photosynthesis
1925,343,become familiar with the characteristics of some major groups of living things
1926,343,construct and use simple keys to identify locally occurring species of plants and animals
1927,343,develop an increasing awareness of plants and animals from wider environments
1928,343,group and compare living things into sets according to their similarities and differences
1929,343,identify the interrelationships and interdependence between plants and animals in local and other habitats
1930,343,investigate the factors that affect plant growth
1931,343,"observe and explore some ways in which plant and animal behaviour is influenced by, or adapted to, environmental conditions"
1932,343,"observe, identify and examine the animals and plants that live in local habitats and environments"
1933,343,recognise that there is a great diversity of plants and animals in different regions and environments
1934,343,understand some ways in which plants reproduce
1935,344,examine the changes that take place in materials when physical forces are applied
1936,344,experiment to establish which materials are good conductors of heat or good insulators
1937,344,explore some simple ways in which materials may be separated
1938,344,"explore the effects of heating and cooling on a range of solids, liquids and gases"
1939,344,identify ways in which homes and buildings are heated and insulated
1940,344,investigate how a wide range of materials may be changed by mixing
1941,344,"investigate the effects of light, air and water on materials"
1942,344,"Mixing, separating and other changes"
1943,344,recognise how heating and cooling can be used to preserve food
1944,344,recognise that oxygen is required for burning
1945,345,become aware of some of the practical applications of these gases in everyday life
1946,345,become aware that air is composed of different gases
1947,345,explore the origins of these materials
1948,345,group materials according to their properties and/or composition
1949,345,identify and investigate a widening range of common materials in the immediate environment
1950,345,identify how materials are used
1951,345,"recognise that a gas, such as air, occupies space, has mass and exerts pressure"
1952,345,"recognise that materials can be in solid, liquid or gas form"
1953,345,recognise that some materials decay naturally while others survive a long time in the environment
1954,346,"explore how the shape of objects can be changed by squashing, pulling and other forces"
1955,346,"explore, through informal activity with toys, forces such as pushing and pulling"
1956,346,investigate how forces act on objects
1957,347,identify ways of keeping objects and substances warm and cold
1958,347,"recognise the difference between hot and cold in terms of weather, food, water and the body"
1959,348,"discuss differences between day and night, light and shade"
1960,348,explore dark and bright colours and become aware of different shades of colour
1961,348,explore how shadows are formed
1962,348,identify and name different colours
1963,348,observe colours in the local environment
1964,348,sort objects into sets according to colour
1965,349,become aware of the dangers of electricity
1966,349,become aware of the uses of electricity in school and at home
1967,349,identify some household appliances that use electricity
1968,349,investigate the fact that magnets attract certain materials
1969,349,use magnets of different shapes and sizes in purposeful play to explore their effects on different materials
1970,350,explore ways of making different sounds using a variety of materials
1971,350,"identify and differentiate between high and low sounds, loud and soft sounds"
1972,350,recognise and identify a variety of sounds in the environment
1973,351,appreciate that people share the environment with plant and animal life
1974,351,develop a sense of responsibility for taking care of and improving the environment
1975,351,"identify, discuss and implement simple strategies for improving and caring for the environment"
1976,351,"observe, discuss and appreciate the attributes of the local environment"
1977,352,become aware of some changes that occur as children grow and mature
1978,352,"become aware that people have a variety of needs for growth (exercise, food, clothing, shelter)"
1979,352,develop an awareness of human birth
1980,352,identify parts of the male and female body
1981,352,recognise and measure physical similarities and differences between people
1982,352,"use all the senses (touch, smell, sight, taste, hearing) to become aware of and explore environments"
1983,353,become aware of animals and plants of other environments
1984,353,become aware that animals and plants undergo seasonal change in appearance or behaviour
1985,353,explore conditions for growth of bulbs and seeds
1986,353,observe growth and change in some living things
1987,353,"observe, discuss and identify a variety of plants and animals in different habitats in the immediate environment"
1988,353,recognise and identify the external parts of living things
1989,353,sort and group living things into sets
1990,354,"explore the effects of heating and cooling on everyday objects, materials and substances"
1991,354,explore the effects of water on a variety of materials
1992,354,identify some materials that are waterproof
1993,354,observe and describe materials when they are wet and when they are dry
1994,355,"describe and compare materials, noting the differences in the colour, shape and texture"
1995,355,group materials according to certain criteria
1996,355,"investigate materials for different properties, for example"
1997,355,know about some everyday uses of common materials
1998,355,observe and investigate a range of familiar materials in the immediate environment
1999,356,explore use of arms and legs to travel in water
2000,356,glide forward or backwards along the surface in a stretched position
2001,356,glide to the bottom of the pool
2002,356,"jump, side-step or run across the pool"
2003,356,observe that some objects float and others sink
2004,356,"practice balance, rotation and recovery exercises with and without float"
2005,356,walk in shallow water
2006,357,climb out of the water
2007,357,enter the water
2008,358,appreciate the importance of hygiene when using the pool
2009,359,develop a selection of swimming strokes
2010,360,appreciate the dangers of water
2011,360,become aware of local organisations and clubs that promote aquatics
2012,360,develop an appreciation of the freedom of movement in water
2013,360,develop an increased understanding of flotation
2014,360,discuss a wide range of aquatic activities
2015,360,extend knowledge of swimming strokes
2016,360,understand basic hygiene procedures
2017,360,understand how to stay safe in water
2018,361,identify correct procedure for dealing with hazards
2019,361,observe the rules of the local pool
2020,361,recognise hazards of water
2021,362,participate in pair and group play
2022,363,develop a short approach run when taking off from one foot
2023,363,explore the various ways of jumping
2024,363,practise skipping activities with and without ropes
2025,363,practise the standing jump for distance and height
2026,364,"participate in a pair relay using a beanbag, developing simple technique"
2027,364,"participate in team relays or shuttle relays in small groups, using various means of travelling"
2028,364,practise reaction sprints
2029,364,practise the standing start
2030,364,practise the technique of hurdling
2031,364,run over evenly spaced low hurdles (30 cm high approximately)
2032,364,sprint distances of 20 to 30 m with the emphasis on sustained effort throughout the sprint
2033,364,walk or jog in a non-competitive setting for periods extending from 30 seconds to two minutes
2034,365,"experiment with appropriate objects and methods of throwing, aiming for height and distance"
2035,366,describe and discuss movement and ask and answer questions about it
2036,366,develop an understanding of pace
2037,366,develop an understanding of some of the basic rules of athletics
2038,366,measure an achievement
2039,367,"continue to respond imaginatively through movement to stimuli such as words, stories, poems, pictures, songs and music"
2040,367,"create, practise and perform dances showing a clear beginning, middle and end"
2041,367,"develop an awareness of the relationship between music and movement, showing sensitivity in movement to rhythm and phrasing of music"
2042,367,"develop increased poise, balance and coordination while moving and stopping"
