Subject,Class,Strand,Strand Unit,Content Objectives,Further Information
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,exploring the possibilities of free-standing abstract paper sculpture 
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,explore and experiment with the properties and characteristics of materials in making structures,"the spaces created, the play of light on the structure"
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,make drawings from observation to analyse the structures of buildings and the natural structures of plants,"investigating structure and balance in contemporary architecture and sculpture, in cast-iron structures, in bridges and in nature"
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,make imaginative structures,designing a model for a building complex 
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,make imaginative structures,talking about what functions different parts of the complex might serve 
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,make imaginative structures,"designing a relief structure, concentrating on planes, shapes, rhythm, texture"
Visual Arts ,3rd Class & 4th Class,Construction,Making Constructions,make imaginative structures,designing papier maché forms and structures (e.g. exotic heads)
Visual Arts ,5th Class & 6th Class,Construction,Looking and Responding,"look at, investigate and talk about spatial arrangements, balance and outline in collections or photographs of natural and manufactured structures","large seed heads, containers (e.g. spiral sea shells) "
Visual Arts ,5th Class & 6th Class,Construction,Looking and Responding,"look at, investigate and talk about spatial arrangements, balance and outline in collections or photographs of natural and manufactured structures","shopping centres, churches"
Visual Arts ,5th Class & 6th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,describing the construction 
Visual Arts ,5th Class & 6th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,how the materials chosen helped to fulfil or frustrate his/her intentions 
Visual Arts ,5th Class & 6th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,"spaces, outlines, rhythms created "
Visual Arts ,5th Class & 6th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she feels about the construction
Visual Arts ,5th Class & 6th Class,Construction,Looking and Responding,"look at and talk about impressive examples of buildings created in the past in different parts of the world and at contemporary architecture, sculpture, engineering and design (slides or prints)",make a plan or model for an imaginative building
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,"look at collections or photographs of natural and built structures and investigate spatial arrangements, balance and outline and how the spaces created relate to the whole","habitats of burrowing animals, towers"
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,describing the structure 
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,the materials and tools chosen and other possible choices 
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,how the spaces were arranged 
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,how balance was achieved 
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she was trying to express 
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she likes best about the work
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,"look at and talk about a local building complex, at a famous building and at visually stimulating artefacts (or slides or prints)","a shopping centre, a farm building, the school, a castle"
Visual Arts ,1st Class & 2nd Class,Construction,Looking and Responding,"look at and talk about a local building complex, at a famous building and at visually stimulating artefacts (or slides or prints)","toys, machines, playground furniture"
Visual Arts ,Junior Infants & Senior Infants ,Construction,Looking and Responding,"look at, investigate and talk about spatial arrangements and balance in collections of objects and in photographs of natural and built structures","doll's house, toy buildings, pop-up structures, birds' nests, model farms, simple furniture in the room, cutlery trays"
Visual Arts ,Junior Infants & Senior Infants ,Construction,Looking and Responding,"look at and talk about structures that are easily accessible and close at hand, at visually stimulating structures and at a range of common artefacts","a public building, farm buildings "
Visual Arts ,Junior Infants & Senior Infants ,Construction,Looking and Responding,"look at and talk about structures that are easily accessible and close at hand, at visually stimulating structures and at a range of common artefacts","deciding how many pieces were used to make a table, a swing, a seesaw"
Visual Arts ,Junior Infants & Senior Infants ,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,describing the structure 
Visual Arts ,Junior Infants & Senior Infants ,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,the materials and tools chosen 
Visual Arts ,Junior Infants & Senior Infants ,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,how the pieces were put together 
Visual Arts ,Junior Infants & Senior Infants ,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she likes best about the work
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,"look at collections or photographs of natural and built structures and investigate spatial arrangements, balance, outline","honeycomb, bridges, tower blocks, farm buildings"
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,describing the structure 
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,the materials and tools chosen for the task 
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,the arrangement and functions of the spaces created 
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,how balance was achieved 
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,how construction or aesthetic problems were resolved 
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she likes about the work
Visual Arts ,3rd Class & 4th Class,Construction,Looking and Responding,look at and talk about interesting examples of contemporary architecture and the work of great architects and builders of history,
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,"experimenting with line, shape, colour, pattern, texture, with variously textured fibres and open-weave fabric "
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,textural effects with basic knitting and crochet stitches and woven-in items
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,inventing stitches for decorative effect 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,a simple batik experiment
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,designing a collage or appliqué piece on an imaginative theme 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,"interpreting a natural object in line, shape, colour, pattern, texture through collage or appliqué "
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,"developing the motif as a pattern, possibly as a repeat pattern to be used in fabric printing "
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,knitting or crocheting small individual pieces 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,items for personal wear 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,combining knitting or crochet with other elements to create pieces of jewellery 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,weaving a wall-hanging using the natural environment as a source of visual inspiration
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make simple character toys,"making inventive use of old clothes and pieces of fabric to make toys based on stories, poems, drama"
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,design and make a costume,an inventive and distinctive costume as a variation on a theme for members of a band 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Creating in Fabric and Fibre,design and make a costume,using a computer art program to create and modify a costume design
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,experimenting in changing open-weave fabric (e.g. hessian) 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,removing sets of fibres in either direction 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,weaving in contrasting fibres 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,threading in decorative items 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,talking about and inventing stitches 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,discovering and talking about how different textures feel and how they compare when put together
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,designing and making a non-representational or theme-based collage or appliqué
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,"developing colour, texture, shape awareness "
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,"paying close attention to and talking about the shapes created, the shapes between the shapes and whether some of them overlap "
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,decorating a small piece of fabric with stitches and other additions 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,"creating line, shape, colour, texture "
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,filling in some of the shapes created with colourful and/or textural effects
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,designing and making soft sculptures or puppets 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,using old clothes 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,weaving small individual pieces 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces with fabric and fibre,creating colourful and/or textural effects
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,invent a costume,using old clothes
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Creating in Fabric and Fibre,invent a costume,"sewing, lacing or pinning large fabric strips together to create a magic cloak"
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,explore the possibilities of fabric and fibre as media for imaginative expression,investigating open-weave fabric (e.g. hessian) 
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,explore the possibilities of fabric and fibre as media for imaginative expression,"discovering the effects that can be created by adding a variety of strings, ribbons or large beads "
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,explore the possibilities of fabric and fibre as media for imaginative expression,discovering how different textures feel and how they compare when put together
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,make simple collages ,"developing a colourful theme in a simple collage of fabrics, fibres, beads, buttons"
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,make simple collages ,"""dressing up"" a life-size drawing of him/herself or of an imaginary creature"
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,make simple collages ,making a collage with the emphasis on texture
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,make simple collages ,"making a collage with the emphasis on rhythm (e.g. talking about moving, swirling water)"
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Creating in Fabric and Fibre,invent a costume,for an imaginary character
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,"experimenting with line, shape, colour, pattern and texture with variously textured fibres and open-weave fabric as a stimulus for further creativity "
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,explore and discover the possibilities of fabric and fibre as media for imaginative expression,exploring ways of inventing stitches for decorative effect
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,"designing and making a collage, emphasising colour "
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,designing and making an appliqué piece within a limited colour range to express personal themes 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,decorating a piece of fabric with invented stitches 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,creating small individual pieces with basic knitting stitches 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,armbands or hairbands 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,combining knitting with decorative items to make individual pieces of jewellery
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,"emphasising colour, pattern, texture "
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,make small inventive pieces in fabric and fibre,weaving a wall-hanging and incorporating decorative items into the fabric
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,"make soft toys, emphasising individuality and variety",knotting pieces of stuffed fabric to create forms 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,"make soft toys, emphasising individuality and variety","stitching on features, limbs and other embellishments"
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Creating in Fabric and Fibre,invent a costume for a character from a story or use fabric as a stimulus for an exotic costume design,creating costumes by stitching and pinning pieces of fabric to items of old clothing
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities","soft, fluffy, coarse, smooth, stiff, warm, cool, finely or thickly woven or structured, textured "
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities",colour and pattern 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities","covering, folding and draping qualities "
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities",the work of artists who have used these fabrics
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,describing the piece of work 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,how the materials chosen may have suggested ways of interpreting an idea 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,"how different textures, colours and patterns combine "
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,how challenges in construction and design were or could be overcome 
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,what is pleasing about the work
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,"look at and talk about woven, embroidered, knitted and other fabrics, including interesting items of clothing from different times and cultures, and explore the role of textiles in culture",
Visual Arts ,5th Class & 6th Class,Fabric and Fibre ,Looking and Responding,look at fabric crafts and artefacts and visit a craftsperson at work if possible,
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities","soft, fluffy, coarse, stiff, warm, cool, finely or thickly woven "
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities",colour and pattern 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities",covering and folding qualities
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,describing the work 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,"the colours, textures, patterns and effects created"
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she intended 
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she likes best about the work
Visual Arts ,1st Class & 2nd Class,Fabric and Fibre ,Looking and Responding,look at and talk about fabrics crafts and artefacts and visit a craftsperson at work if possible,
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and structural qualities ","soft, fluffy, coarse, stiff, warm, cool "
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and structural qualities ",colour and pattern 
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and structural qualities ",finely or thickly woven 
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and structural qualities ","curtains, towels, dishcloths, clothes, ropes made of natural and synthetic fibres"
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,describing the piece of work 
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,"the colours used to create shapes, textures, patterns "
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,how he/she enjoyed making it 
Visual Arts ,Junior Infants & Senior Infants ,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she likes best about the work
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities","soft, rough, coarse, stiff, warm, cool, thinly or thickly woven, textured "
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities",colour and pattern 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities","covering, folding, draping qualities "
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,"look at, handle and talk about a variety of fabrics and fibres for experience of tactile, visual and spatial qualities",the work of artists who have used these fabrics (slides or prints)
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,describing the piece of work 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,the qualities of the materials and tools chosen 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,those he/she liked best to work with 
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,"how he/she invented, adapted and/or combined stitches for decorative effect"
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,"colour combinations, patterns, textural effects achieved "
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,look at and talk about his/her work and the work of other children,what he/she likes best about the work
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,"look at and talk about woven, embroidered, knitted and other fabrics, including interesting items of clothing from different times and cultures",
Visual Arts ,3rd Class & 4th Class,Fabric and Fibre ,Looking and Responding,look at and talk about fabric crafts and artefacts and visit a craftsperson at work if possible,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
