english,irish
"develop the ability to lift, carry and place apparatus safely","cumas fearas a ardú, a iompar agus a shuí i gceart a fhorbairt"
develop awareness of others when using apparatus,feasacht faoi dhaoine eile le linn don fhearas a bheith in úsáid a fhorbairt
practise rocking and rolling activities leading to the forward roll,"bogadh agus rolladh a chleachtadh, agus de thoradh na ngníomhaíochtaí seo an rolladh ar aghaidh a dhéanamh"
link skills to produce a short sequence of movement,scileanna a nascadh d'fhonn gearrshraith luailí a sholáthar
"develop the basic movement actions of running, stopping, jumping, rolling, climbing, transferring weight, balancing, swinging, twisting and turning using a variety of body parts while exploring space","na bunghníomhartha luaile seo a fhorbairt: rith, stopadh, léimneach, rolladh, dreapadh, meáchan a aistriú, cothromú, luascadh, casadh, iompú, agus baill dhifriúla choirp á n-úsáid chun spás a iniúchadh"
develop good body tension and posture through gymnastic positions and movements,dea-theannas coirp agus dea-staidiúir a fhorbairt i rith suíomh agus luailí gleacaíocha
"develop body awareness through variations of direction, pathways, levels, shape, speed and effort","feasacht coirp a fhorbairt trí éagsúlacht a chleachtadh iontu seo: treo, conairí, leibhéil, cruth, luas agus iarracht"
begin to transfer work onto apparatus,tosú ar ghníomhaíocht a aistriú go dtí an fearas
begin to develop work with a partner,tosú ar ghníomhaíocht a fhorbairt i dteannta páirtí
absorb energy to avoid shock when landing,fuinneamh a shú d'fhonn tuairt a sheachaint le linn tuirlingthe
talk about and develop movement skills relevant to games,labhairt faoi scileanna luaile atá bainteach le cluichí agus iad a fhorbairt
develop problem-solving and decision-making strategies,straitéisí fadhbréitigh agus cinnteoireachta a fhorbairt
apply simple rules to games,rialacha simplí a chur i bhfeidhm i gcluichí
begin to develop kicking skills,tosú ar scileanna ciceála a fhorbairt
begin to develop carrying and striking skills,tosú ar scileanna iompair agus buailte a fhorbairt
begin to develop ball-handling skills,tosú ar scileanna láimhsithe liathróide a fhorbairt
play simple playground games,cluichi simplí clóis a imirt
create and develop games in pairs,cluichí a cheapadh agus a fhorbairt agus na páistí ina mbeirteanna
talk about dance phrases,labhairt faoi mhíreanna damhsa
interpret a mood or emotion observed in movement,meon nó mothúchán a sonraíodh sa luail a chiallú
"respond imaginatively through movement to stimuli such as words, stories, poems, pictures, music","freagairt go samhlaíoch trí mheán luaile do spreagthaigh mar fhocail, scéalta, dánta, pictiúir, ceol"
perform simple singing games and folk dances,cluichí cantana simplí agus damhsaí tíre a chomhal
perform simple movements to given rhythmic and melodic phrases,"luailí simplí a chomhall in éineacht le frásaí rithimeacha, séiseacha ar leith"
"explore the movements of different parts of the body and the ways in which the body can move in space using simple body actions such as travelling (walking, running, skipping) and jumping, gesture and stillness","luailí ball difriúil den chorp agus na bealaí inar féidir leis an gcorp gluaiseacht i spás a iniúchadh, ag baint feidhme as gníomhartha coirp simplí mar thaisteal (siúl, rith, scipeáil) agus léimneach, geáitsíocht agus socracht"
"explore and create movement at different levels, using different pathways and forming different shapes in space",luail a iniúchadh agus a chruthú ag leibhéil dhifriúla -- conairí difriúla a bheith á n-úsáid agus cruthanna difriúla a bheith á gcumadh sa spás
explore and communicate through simple body movement a range of moods or feelings,raon mothúchán nó braistintí a iniúchadh agus a chur in iúl trí luail choirp shimplí
explore an appropriate range of dynamics in movement,raon cuí dinimice sa luail a iniúchadh
"develop poise, balance and co-ordination while moving and stopping","stáidiúlacht, cothromaíocht agus comhordú a fhorbairt le linn gluaiseachta agus stoptha"
create and perform simple dances with teacher's guidance,damhsaí simplí a chumadh agus a léiriú faoi threoir an mhúinteora
begin to show sensitivity in movement to music,tosú ar mhothálacht a léiriú le linn gluaiseachta le ceol
begin to develop work with a partner,tosú ar ghníomhaíocht a fhorbairt i dteannta páirtí
talk about movement and ask and answer questions about it,abhairt faoin luail agus ceisteanna mar gheall uirthi a chur agus a fhreagairt
develop an understanding of the basic rules of the individual athletic events,tuiscint ar bhunrialacha na n-imeachtaí lúthchleasaíochta ar leith a fhorbairt
"experiment with appropriate objects and methods of throwing, aiming for height and distance","gairis agus modhanna oiriúnacha caite a iniúchadh, airde agus fad a bheith mar aidhm"
walk or jog in a non-competitive setting for periods extending from 30 seconds to 90 seconds,siúl nó bogshodar a dhéanamh go neamhiomaíoch ar feadh tréimhse ó 30 go dtí 90 soicind
sprint distances of 10 to 20 m,rábáil feadh achar ó 10 go dtí 20 m
"run over low hurdles, i.e. less than 20 cm high","rith thar chliatha ísle, .i. níos lú ná 20 cm ar airde"
"run over low hurdles, evenly spaced",rith thar chliatha ísle agus iad spásáilte go cothrom
run over flat markers evenly spaced,rith thar loirg agus iad spásáilte go cothrom
run over flat markers,rith thar loirg ar an talamh
practise the standing start,tosú as seasamh a chleachtadh
practise reaction sprints,rábáil fhrithghníomhach a chleachtadh
"participate in team relays, in small groups, using various means of travelling",páirt a ghlacadh i rásanna sealaíochta i bhfoirne agus i ngrúpaí beaga agus bealaí taistil éagsúla á n-úsáid
participate in a pair relay using a beanbag,páirt a ghlacadh i rás sealaíochta i mbeirteanna agus mála pónairí á úsáid
practise skipping activities with and without ropes,gníomhaíochtaí scipeála a chleachtadh le rópaí agus gan rópaí
experiment with various ways of jumping,modhanna éagsúla léimní a thriail
participate in pair and group play,bheith páirteach in imirt i mbeirteanna agus i ngrúpaí
recognise hazards of water,na contúirtí a bhaineann le huisce a aithint
observe the rules of the local pool,rialacha na linne áitiúla a chomhall
identify correct procedure for dealing with hazards,an modh ceart chun déiléail le contúirtí a aithint
understand how to stay safe in water,an chaoi le fanacht slán san uisce a thuiscint
understand basic hygiene procedures,bunrialacha sláinteachais a thuiscint
extend knowledge of swimming strokes,eolas ar bhanganna snámha a mhéadú
discuss a wide range of aquatic activities,raon leathan de ghníomhaíochtaí uisce a phlé
develop an increased understanding of flotation,tuiscint bhreise ar shnámhacht a fhorbairt
develop an appreciation of the freedom of movement in water,tuiscint d'éascaíocht luaile in uisce a fhorbairt
become aware of local organisations and clubs that promote aquatics,bheith eolach ar eagraíochtaí agus ar chlubanna áitiúla a chothaíonn cluichí uisce
appreciate the dangers of water,na contúirtí a bhaineann le huisce a thuiscint
develop a selection of swimming strokes,riar maith de bhanganna snámha a shaothrú
appreciate the importance of hygiene when using the pool,tábhacht an tsláinteachais nuair a bhíonn an linn á húsáid a thuiscint
enter the water,dul isteach san uisce
climb out of the water,teacht amach as an uisce
walk in shallow water,siúl in uisce éadomhain
"practice balance, rotation and recovery exercises with and without float","cleachtaí cothromaíochta, rothlaithe agus athghabhála a shaothrú le snámhán agus dá uireasa"
observe that some objects float and others sink,a thabhairt faoi deara go snámhann nithe áirithe agus go dtéann nithe eile go tóin
"jump, side-step or run across the pool","dul trasna na linne de léimeanna, de shleaschéimeanna nó de rith"
glide to the bottom of the pool,sní go dtí tóin na linne
glide forward or backwards along the surface in a stretched position,sní ar aghaidh nó ar gcúl feadh an dromchla i gcruth sínte
explore use of arms and legs to travel in water,úsáid lámh is cos chun taistil san uisce a iniúchadh
"sing independently, with increasing awareness and control of pulse, tempo, pitch, diction and posture","canadh go neamhspleách, le breis feasachta agus smachta ar bhuille, ar luas, ar thuinairde, ar urlabhra agus ar staidiúir"
relate words and mood of a song to style of performance,an stíl léirithe a chur in oiriúint d'fhocail agus do ghiúmar amhráin
"recognise and sing from memory a more demanding repertoire of songs with an awareness of the music's social, historical and cultural contexts","stór amhrán níos dúshlánaí a aithint agus a chanadh ó mheabhair le feasacht ar chomhthéacs sóisialta, stairiúil agus cultúrtha an cheoil"
performing a round in several different textures,rothlaim a léiriú le héagsúlachtaí uigeachta
"perform, as part of a group, two songs sung individually and as partner songs","mar bhall de ghrúpa, dhá amhrán a léiriú, iad á gcanadh ina n-aonar agus mar amhráin i bpáirt"
"perform, as part of a group, arrangements of songs that include simple countermelodies or harmony parts",cóirithe amhrán le contrashéiseanna nó le páirteanna armónacha simplí iontu a léiriú mar bhall de ghrúpa
"perform familiar songs with increased control of dynamics, phrasing and expression","amhráin choitianta a léiriú le breis smachta ar dhinimic, míriú agus mothú"
"perform a rhythmic or melodic ostinato (a pattern that is repeated over and over) or drone (long, held notes) in accompanying a song",ostinato (patrún a athdhéantar arís agus arís eile) rithimeach nó séiseach nó dordán (nótaí fada marthanacha) a léiriú agus amhrán á thionlacan
notice the differences created between the sections of songs in different forms,na difríochtaí a chruthaítear idir mhíreanna amhráin i bhfoirmeacha éagsúla a thabhairt faoi deara
identify unison parts (playing or singing the same line) and harmony parts (two or more independent parts together) visually (from notation) and aurally,páirteanna aoncheoil (ag seinm nó ag canadh na líne céanna) agus páirteanna armónacha (dhá pháirt neamhspleácha nó níos mó le chéile) a aithint leis an tsúil (ó nodaireacht) nó leis an gcluas
explore structural elements within familiar songs,gnéithe comhdhéanaimh in amhráin choitianta a iniúchadh
"distinguish individual parts in a round by singing, listening, moving, or by observing notational cues","páirteanna aonánacha rothlaim a idirdhealú trí chanadh, trí éisteacht, trí ghluaiseacht nó trí leideanna nodaireachta a thabhairt faoi deara"
"use percussion instruments with increasing confidence and skill to accompany tunes, songs and chants","cnaguirlisí a úsáid le breis muiníne agus scile mar thionlacan d'fhoinn, d'amhráin agus do chantaireachtaí"
perform a range of playing techniques on a wide selection of percussion and melodic instruments,raon de theicníochtaí seanma a léiriú ar líon leathan de chnaguirlisí agus d'uirlisí séiseacha
identify and perform familiar tunes from memory or from notation independently instruments may include:,foinn choitianta a aithint agus a léiriú ó mheabhair nó ó nodaireacht go neamhspleách
use standard symbols with increasing fluency and accuracy to notate simple rhythm and pitch,siombailí caighdeánacha a úsáid le breis saoráide agus le breis cruinnis chun rithim agus tuinairde shimplí a bhreacadh síos
"use standard symbols to read, sing and play simple melodies from sight","siombailí caighdeánacha a úsáid chun séiseanna simplí* a léamh, a chanadh nó a sheinm ar a bhfeiceáil"
understand the function of major key signatures as indicating the position of doh,feidhm na mór-ghléaschomharthaí chun suíomh doh a chur in iúl a thuiscint
"recognise, name and use some standard symbols to notate metre (time) and rhythm","roinnt siombailí caighdeánacha chun méadar (am) agus rithim a chlárú a aithint, a ainmniú agus a úsáid"
"recognise the shape (contour) of a melody and movement by steps or by leaps, from a graphic score or from notation",cruth (comhrian) séise agus gluaiseacht i gcéimeanna nó i bpreabanna a aithint ó scór grafach nó ó nodaireacht
"recognise that melodies can be read, sung or played in different keys","a aithint gur féidir séiseanna a léamh, a chanadh nó a sheinm i ngléasanna éagsúla"
recognise longer and more complex rhythm patterns of familiar songs and chants,rithimphatrúin níos faide agus níos casta a aithint in amhráin agus i gcantaireachtaí coitianta
recognise and sing familiar tunes in an increasing variety of ways,foinn choitianta simplí a aithint agus a chanadh ar líon forásach de bhealaí éagsúla
"read, sing and play simple tunes from sight with C doh, G doh or F doh","foinn shimplí le doh C, doh G nó doh F a léamh, a chanadh agus a sheinm ar a bhfeiceáil"
respond imaginatively to music in a variety of ways,freagairt go samhlaíoch do cheol i mbealaí éagsúla
"recognise strong and weak-beat patterns, illustrating them through gestures",patrúin le buillí tréana agus buillí laga a aithint agus iad a léiriú le gothaí
recognise and understand how tempo and dynamic choices contribute to an expressive musical performance,a aithint agus a thuiscint mar a chuireann an luas agus an dinimic a roghnaítear le lánléiritheacht an cheoil
"listen to his/her own compositions and the compositions of others (recordings or live performances) and evaluate in terms of personal response, choice of instruments and expressive qualities","éisteacht lena p(h)íosaí cumadóireachta féin agus le píosaí daoine eile (idir thaifeadtaí agus léirithe beo) agus meastóireacht a dhéanamh orthu maidir le freagairt phearsanta, roghnú uirlisí agus cáilíochtaí lánléiritheacha"
"listen to and describe a broad range of musical styles and traditions, including familiar excerpts, recognising where appropriate its function and historical context; Irish music, traditional and contemporary:","éisteacht le raon leathan de stíleanna agus de thraidisiúin cheoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos a dhéanamh air; sleachta ceoil Éireannach"
"listen to and describe a broad range of musical styles and traditions, including familiar excerpts, recognising where appropriate its function and historical context; excerpts from classical music:","éisteacht le raon leathan de stíleanna agus de thraidisiúin cheoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos a dhéanamh air; sleachta ceoil clasaiceach"
"listen to and describe a broad range of musical styles and traditions, including familiar excerpts, recognising where appropriate its function and historical context","éisteacht le raon leathan de stíleanna agus de thraidisiúin cheoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos a dhéanamh air"
identify two-beat or three-beat time in moving to music,am dhá bhuille agus trí bhuille a aithint i ngluaiseacht do cheol
identify six-eight time in moving to music,am a sé a hocht a aithint i ngluaiseacht do cheol
identify families of instruments,finte d'uirlisí ceoil a aithint
experience dotted rhythms or syncopation (emphasis on normally weak beats) in familiar tunes through gestures and movement,taithí a fháil ar rithimí poncaithe nó sioncóipiú (béim ar bhuillí ar gnách leo a bheith lag) i bhfoinn choitianta trí gheáitsí agus trí ghluaiseacht
examine the effects produced by different instruments,maisíochtaí fuaime na n-uirlisí difriúla a scrúdú
distinguish the main instrument heard in a piece of music,an phríomhuirlis a chloistear i bpíosa ceoil a aithint
determine simple form and represent through gestures,foirm shimplí a chinneadh agus a léiriú trí ghothaí
listen to sounds in the environment with an increased understanding of how sounds are produced and organised,éisteacht le fuaimeanna sa timpeallacht le breis tuisceana ar an dóigh a ndéantar agus a n-eagraítear fuaimeanna
identify a variety of ways of making sounds using body percussion in pairs and in small and large groups,raon slite a aithint chun fuaimeanna a dhéanamh i mbeirteanna agus i ngrúpaí beaga is móra trí chnagadh coirp a úsáid
explore ways of making sounds using manufactured and home-made instruments,bealaí a iniúchadh chun fuaimeanna a dhéanamh ag úsáid uirlisí saothraithe agus uirlisí a rinneadh sa bhaile
explore how the tone colours of suitable instruments can suggest various sounds and sound pictures,iniúchadh a dhéanamh ar an dóigh ar féidir tondath uirlisí oiriúnacha a úsáid chun fuaimeanna agus fuaimphictiúir éagsúla a chur in iúl
explore a range of sounds that the singing voice and the speaking voice can make,raon fuaimeanna a iniúchadh ar féidir leis an nguth canta agus leis an nguth labhartha iad a dhéanamh
distinguish and describe vocal ranges and tone colours heard in a piece of music,na raonta gutha agus na tondathanna a chloistear i bpíosa ceoil a idirdhealú agus cur síos a dhéanamh orthu
reflect upon and evaluate his/her work and the work of other children discussing and explaining:,léirsmaoineamh agus meastóireacht a dhéanamh ar a c(h)uid oibre féin agus ar obair páistí eile
record compositions on electronic media,na píosaí cumadóireachta a thaifeadadh le meáin leictreonacha
devise and use graphic symbols and/or use standard notation to record different lines of musical patterns and inventions,siombailí grafacha a chumadh agus a úsáid agus/nó nodaireacht chaighdeánach a úsáid chun línte difriúla de phatrúin agus de thionscnaimh cheoil a thaifeadadh
"select from a wide variety of sound sources (voice, body percussion, untuned and tuned percussion, melodic instruments and technology) for a range of musical purposes","rogha a dhéanamh as raon leathan d'fhoinsí fuaime (guth, cnagadh coirp, cnaguirlisí tiúnta agus neamhthiúnta, uirlisí agus teicneolaíocht shéiseach) le haghaidh raon de chuspóirí sa cheol"
"recall, answer and invent melodic and rhythmic patterns, using voices, body percussion and instruments","patrúin shéiseacha agus rithimeacha a athghairm, a fhreagairt agus a chruthú, ag úsáid guthanna, cnagadh coirp agus uirlisí"
invent and perform pieces that show an increasing awareness and control of musical elements,píosaí ina dtaispeántar feasacht agus smacht forásach ar gnéithe an cheoil a chumadh agus a léiriú
"sing independently, with increasing awareness and control of pulse, tempo, pitch, diction and posture","canadh go neamhspleách, le breis feasachta agus smachta ar bhuille, ar luas, ar thuinairde, ar urlabhra agus ar staidiúir"
relate words and mood of a song to style of performance,an stíl léirithe a chur in oiriúint d'fhocail agus do ghiúmar amhráin
"recognise and sing from memory a more demanding repertoire of songs with an awareness of the music's social, historical and cultural contexts","stór amhrán níos dúshlánaí a aithint agus a chanadh ó mheabhair le feasacht ar chomhthéacs sóisialta, stairiúil agus cultúrtha an cheoil"
performing a round in several different textures,rothlaim a léiriú le héagsúlachtaí uigeachta
"perform, as part of a group, two songs sung individually and as partner songs","mar bhall de ghrúpa, dhá amhrán a léiriú, iad á gcanadh ina n-aonar agus mar amhráin i bpáirt"
"perform, as part of a group, arrangements of songs that include simple countermelodies or harmony parts",cóirithe amhrán le contrashéiseanna nó le páirteanna armónacha simplí iontu a léiriú mar bhall de ghrúpa
"perform familiar songs with increased control of dynamics, phrasing and expression","amhráin choitianta a léiriú le breis smachta ar dhinimic, míriú agus mothú"
"perform a rhythmic or melodic ostinato (a pattern that is repeated over and over) or drone (long, held notes) in accompanying a song",ostinato (patrún a athdhéantar arís agus arís eile) rithimeach nó séiseach nó dordán (nótaí fada marthanacha) a léiriú agus amhrán á thionlacan
notice the differences created between the sections of songs in different forms,na difríochtaí a chruthaítear idir mhíreanna amhráin i bhfoirmeacha éagsúla a thabhairt faoi deara
identify unison parts (playing or singing the same line) and harmony parts (two or more independent parts together) visually (from notation) and aurally,páirteanna aoncheoil (ag seinm nó ag canadh na líne céanna) agus páirteanna armónacha (dhá pháirt neamhspleácha nó níos mó le chéile) a aithint leis an tsúil (ó nodaireacht) nó leis an gcluas
explore structural elements within familiar songs,gnéithe comhdhéanaimh in amhráin choitianta a iniúchadh
"distinguish individual parts in a round by singing, listening, moving, or by observing notational cues","páirteanna aonánacha rothlaim a idirdhealú trí chanadh, trí éisteacht, trí ghluaiseacht nó trí leideanna nodaireachta a thabhairt faoi deara"
"use percussion instruments with increasing confidence and skill to accompany tunes, songs and chants","cnaguirlisí a úsáid le breis muiníne agus scile mar thionlacan d'fhoinn, d'amhráin agus do chantaireachtaí"
perform a range of playing techniques on a wide selection of percussion and melodic instruments,raon de theicníochtaí seanma a léiriú ar líon leathan de chnaguirlisí agus d'uirlisí séiseacha
identify and perform familiar tunes from memory or from notation independently instruments may include:,foinn choitianta a aithint agus a léiriú ó mheabhair nó ó nodaireacht go neamhspleách
use standard symbols with increasing fluency and accuracy to notate simple rhythm and pitch,siombailí caighdeánacha a úsáid le breis saoráide agus le breis cruinnis chun rithim agus tuinairde shimplí a bhreacadh síos
"use standard symbols to read, sing and play simple melodies from sight","siombailí caighdeánacha a úsáid chun séiseanna simplí* a léamh, a chanadh nó a sheinm ar a bhfeiceáil"
understand the function of major key signatures as indicating the position of doh,feidhm na mór-ghléaschomharthaí chun suíomh doh a chur in iúl a thuiscint
"recognise, name and use some standard symbols to notate metre (time) and rhythm","roinnt siombailí caighdeánacha chun méadar (am) agus rithim a chlárú a aithint, a ainmniú agus a úsáid"
"recognise the shape (contour) of a melody and movement by steps or by leaps, from a graphic score or from notation",cruth (comhrian) séise agus gluaiseacht i gcéimeanna nó i bpreabanna a aithint ó scór grafach nó ó nodaireacht
"recognise that melodies can be read, sung or played in different keys","a aithint gur féidir séiseanna a léamh, a chanadh nó a sheinm i ngléasanna éagsúla"
recognise longer and more complex rhythm patterns of familiar songs and chants,rithimphatrúin níos faide agus níos casta a aithint in amhráin agus i gcantaireachtaí coitianta
recognise and sing familiar tunes in an increasing variety of ways,foinn choitianta simplí a aithint agus a chanadh ar líon forásach de bhealaí éagsúla
"read, sing and play simple tunes from sight with C doh, G doh or F doh","foinn shimplí le doh C, doh G nó doh F a léamh, a chanadh agus a sheinm ar a bhfeiceáil"
respond imaginatively to music in a variety of ways,freagairt go samhlaíoch do cheol i mbealaí éagsúla
"recognise strong and weak-beat patterns, illustrating them through gestures",patrúin le buillí tréana agus buillí laga a aithint agus iad a léiriú le gothaí
recognise and understand how tempo and dynamic choices contribute to an expressive musical performance,a aithint agus a thuiscint mar a chuireann an luas agus an dinimic a roghnaítear le lánléiritheacht an cheoil
"listen to his/her own compositions and the compositions of others (recordings or live performances) and evaluate in terms of personal response, choice of instruments and expressive qualities","éisteacht lena p(h)íosaí cumadóireachta féin agus le píosaí daoine eile (idir thaifeadtaí agus léirithe beo) agus meastóireacht a dhéanamh orthu maidir le freagairt phearsanta, roghnú uirlisí agus cáilíochtaí lánléiritheacha"
"listen to and describe a broad range of musical styles and traditions, including familiar excerpts, recognising where appropriate its function and historical context; Irish music, traditional and contemporary:","éisteacht le raon leathan de stíleanna agus de thraidisiúin cheoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos a dhéanamh air; sleachta ceoil Éireannach"
"listen to and describe a broad range of musical styles and traditions, including familiar excerpts, recognising where appropriate its function and historical context; excerpts from classical music:","éisteacht le raon leathan de stíleanna agus de thraidisiúin cheoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos a dhéanamh air; sleachta ceoil clasaiceach"
"listen to and describe a broad range of musical styles and traditions, including familiar excerpts, recognising where appropriate its function and historical context","éisteacht le raon leathan de stíleanna agus de thraidisiúin cheoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos a dhéanamh air"
identify two-beat or three-beat time in moving to music,am dhá bhuille agus trí bhuille a aithint i ngluaiseacht do cheol
identify six-eight time in moving to music,am a sé a hocht a aithint i ngluaiseacht do cheol
identify families of instruments,finte d'uirlisí ceoil a aithint
experience dotted rhythms or syncopation (emphasis on normally weak beats) in familiar tunes through gestures and movement,taithí a fháil ar rithimí poncaithe nó sioncóipiú (béim ar bhuillí ar gnách leo a bheith lag) i bhfoinn choitianta trí gheáitsí agus trí ghluaiseacht
examine the effects produced by different instruments,maisíochtaí fuaime na n-uirlisí difriúla a scrúdú
distinguish the main instrument heard in a piece of music,an phríomhuirlis a chloistear i bpíosa ceoil a aithint
determine simple form and represent through gestures,foirm shimplí a chinneadh agus a léiriú trí ghothaí
listen to sounds in the environment with an increased understanding of how sounds are produced and organised,éisteacht le fuaimeanna sa timpeallacht le breis tuisceana ar an dóigh a ndéantar agus a n-eagraítear fuaimeanna
identify a variety of ways of making sounds using body percussion in pairs and in small and large groups,raon slite a aithint chun fuaimeanna a dhéanamh i mbeirteanna agus i ngrúpaí beaga is móra trí chnagadh coirp a úsáid
explore ways of making sounds using manufactured and home-made instruments,bealaí a iniúchadh chun fuaimeanna a dhéanamh ag úsáid uirlisí saothraithe agus uirlisí a rinneadh sa bhaile
explore how the tone colours of suitable instruments can suggest various sounds and sound pictures,iniúchadh a dhéanamh ar an dóigh ar féidir tondath uirlisí oiriúnacha a úsáid chun fuaimeanna agus fuaimphictiúir éagsúla a chur in iúl
explore a range of sounds that the singing voice and the speaking voice can make,raon fuaimeanna a iniúchadh ar féidir leis an nguth canta agus leis an nguth labhartha iad a dhéanamh
distinguish and describe vocal ranges and tone colours heard in a piece of music,na raonta gutha agus na tondathanna a chloistear i bpíosa ceoil a idirdhealú agus cur síos a dhéanamh orthu
reflect upon and evaluate his/her work and the work of other children discussing and explaining:,léirsmaoineamh agus meastóireacht a dhéanamh ar a c(h)uid oibre féin agus ar obair páistí eile
record compositions on electronic media,na píosaí cumadóireachta a thaifeadadh le meáin leictreonacha
devise and use graphic symbols and/or use standard notation to record different lines of musical patterns and inventions,siombailí grafacha a chumadh agus a úsáid agus/nó nodaireacht chaighdeánach a úsáid chun línte difriúla de phatrúin agus de thionscnaimh cheoil a thaifeadadh
"select from a wide variety of sound sources (voice, body percussion, untuned and tuned percussion, melodic instruments and technology) for a range of musical purposes","rogha a dhéanamh as raon leathan d'fhoinsí fuaime (guth, cnagadh coirp, cnaguirlisí tiúnta agus neamhthiúnta, uirlisí agus teicneolaíocht shéiseach) le haghaidh raon de chuspóirí sa cheol"
"recall, answer and invent melodic and rhythmic patterns, using voices, body percussion and instruments","patrúin shéiseacha agus rithimeacha a athghairm, a fhreagairt agus a chruthú, ag úsáid guthanna, cnagadh coirp agus uirlisí"
invent and perform pieces that show an increasing awareness and control of musical elements,píosaí ina dtaispeántar feasacht agus smacht forásach ar gnéithe an cheoil a chumadh agus a léiriú
understand the difference between beat and rhythm,an difríocht idir buille agus rithim a thuiscint
"sing from memory a widening repertoire of songs with increasing vocal control, confidence and expression","stór forásach d'amhráin a chanadh ó chuimhne le breis smachta gutha, muiníne agus mothaithe"
show greater control of pulse (steady beat) and tempo while singing well known tunes,breis smachta ar chuisle (buille cothrom) agus ar luas a thaispeáint agus é/í ag canadh fonn coitianta
"perform, in groups, simple rounds in two or more parts","rothlaim shimplí in dhá pháirt nó níos mó a léiriú, i ngrúpaí"
perform familiar songs with increasing understanding and control of pitch (accurate intervals) and extended vocal range,amhráin choitianta a léiriú le tuilleadh tuisceana agus smachta thuinairde (idirchéimeanna cruinne) agus i raon leathnaithe gutha
"perform familiar songs with increasing awareness of dynamics, phrasing (appropriate breaks in the music) and expression","amhráin choitianta a léiriú le tuilleadh feasachta ar dhinimic, ar mhíriú (sosanna oiriúnacha sa cheol) agus ar mhothú"
"perform a rhythmic or melodic ostinato (a pattern that is repeated over and over) or a drone (long, held notes) to accompany a song",ostinato (patrún a athdhéantar arís agus arís eile) rithimeach nó séiseach nó dordán (nótaí fada marthanacha) a léiriú mar thionlacan d'amhrán
notice differences created between the sections of songs in various forms,na difríochtaí a chruthaítear idir mhíreanna d'amhráin i bhfoirmeacha éagsúla a shonrú
use percussion instruments to show the beat or rhythm in accompanying songs or rhythmic chants,cnaguirlisí a úsáid chun an buille nó rithim a thaispeáint agus é/í ag tionlacan amhrán nó cantaireachtaí rithimeacha
"identify and perform simple, familiar tunes from memory or from notation",foinn shimplí choitianta a aithint agus a léiriú ó mheabhair nó ó nodaireacht
discover different ways of playing percussion and melodic instruments,bealaí éagsúla a aimsiú chun cnaguirlisí agus uirlisí séiseacha a sheinm
use standard symbols to notate simple rhythm and pitch,siombailí caighdeánacha a úsáid chun rithim agus tuinairde shimplí a bhreacadh síos
use standard symbols to identify and sing a limited range of notes and melodic patterns,siombailí caighdeánacha a úsáid chun raon teoranta de nótaí agus de phatrúin shéiseacha a aithint agus a chanadh
recognise the shape (contour) of melodies on a graphic score or in standard notation,cruth (comhrian) séiseanna a aithint ar scór grafach nó i nodaireacht chaighdeánach
recognise and use some standard symbols to notate metre (time) and rhythm,roinnt siombailí caighdeánacha a aithint agus a úsáid chun méadar (am) agus rithim a chlárú
"recognise and sing familiar, simple tunes in a variety of ways",foinn choitianta shimplí a aithint agus a chanadh ar bhealaí éagsúla
identify and define the rhythm patterns of well-known songs and chants,rithimphatrúin amhrán agus cantaireachtaí aithnidiúla a aithint agus a shonrú
"discover how pentatonic tunes (based on five notes: d, r, m, s, l) can be read, sung and played in G doh, C doh, or F doh","a fhionnachtain mar is féidir foinn pheinteatonacha (bunaithe ar chúig nóta: d, r, m, s, l) a léamh, a chanadh agus a sheinm in doh G, doh C, nó doh F"
show the steady beat in listening to live or recorded music accompanying songs or chants,an buille cothrom a thaispeáint agus é/í ag éisteacht le ceol beo nó ceol taifeadta á sheinm mar thionlacan d'amhráin nó do chantaireachtaí
respond imaginatively to longer pieces of music in a variety of ways,freagairt go samhlaíoch do phíosaí níos faide ceoil i raon de shlite éagsúla
respond appropriately to obviously different sections in a piece,freagairt go cuí do mhíreanna i ndréacht ceoil ar léir iad a bheith difriúil
"recognise strong and weak beats, illustrating them through gestures",buillí tréana agus buillí laga a aithint agus a léiriú trí ghothaí
"listen to and describe music in various styles and genres, including familiar excerpts, recognising its function and historical context where appropriate","éisteacht le stíleanna agus genre éagsúla ceoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos air"
identify some families of instruments,roinnt finte uirlisí a aithint
"identify and describe the tempo of the music as fast or slow, or getting faster or getting slower","luas an cheoil a bheith tapa nó mall, ag éirí níos tapúla nó níos moille a aithint agus cur síos a dhéanamh air"
experience six-eight time (like a jig),taithí a fháil ar am a sé a hocht (ar nós port)
distinguish between sounds of different duration (long or short) while listening to music,idirdhealú a dhéanamh idir fuaimeanna a bheadh difriúil ó thaobh ré (fada nó gearr) agus é/í ag éisteacht le ceol
